Category,Class,Part,Parent Asset,Subcontractor 1,Subcontractor 2,Subcontractor 3,Surf. Res. at 4.5K (bend),Surf. Res. at 4.5K (flat),Twist,Length,Magnectic Permeability,Radial Diameter Center,Radial Diameter End,Straightness,Subcont. 1 certificate no,Subcont. 2 certificate no,Coil,Vertical Diameter Center,Vertical Diameter End,Weld Conformity,Name
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000185,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.4,48.43,<3 mm/tube,nr. 022502,WCH 01498081,10/1,39.02,38.92,OK,A21R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000187,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.37,48.41,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.93,38.94,OK,A9R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000188,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.56,48.45,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.88,38.97,OK,C34R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000189,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.39,48.39,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.92,38.99,OK,B12R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000190,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.41,48.38,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.95,38.97,OK,B21R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000191,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.37,48.41,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.97,38.95,OK,B9L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000192,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15556,1.00294,48.39,48.36,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.92,38.86,OK,C34L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000193,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15555,1.00294,48.42,48.35,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.87,38.92,OK,B30L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000194,Boehler,Heraeus,Prestara,3.02,2.85,<1?,15554,1.00294,48.39,48.37,<3 mm/tube,nr. 022502,WCH 01498081,10/1,38.88,38.86,OK,C29R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000195,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15554,1.0032,48.38,48.34,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.98,39.02,OK,C16R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000196,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.36,48.35,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.92,38.95,OK,A11L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000197,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15556,1.0032,48.41,48.4,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.91,38.96,OK,B8R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000198,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.34,48.37,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.9,39.02,OK,B10L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000200,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.42,48.41,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.9,38.92,OK,C27R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000201,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.37,48.36,<3 mm/tube,nr. 022503,WCH 01498076,5/2,39,38.94,OK,B11R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000202,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15554,1.0032,48.36,48.34,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.96,38.9,OK,C12L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000203,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.4,48.36,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.93,38.92,OK,C23R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000204,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.43,48.33,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.9,38.91,OK,A20L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000205,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.35,48.37,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.96,38.92,OK,A20R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000206,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.37,48.4,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.94,38.96,OK,B17L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000207,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.36,48.43,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.96,38.96,OK,B12R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000208,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.38,48.36,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.94,38.94,OK,C23L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000209,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15554,1.0032,48.39,48.42,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.96,38.91,OK,A16R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000210,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.36,48.36,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.92,38.94,OK,B8L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000212,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.42,48.39,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.95,38.93,OK,C34L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000213,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.39,"48,,38",<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.91,38.96,OK,C27R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000214,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15554,1.0032,48.38,48.41,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.85,38.88,OK,B10L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000215,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15554,1.0032,48.4,48.37,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.88,38.91,OK,A29L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000216,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.37,48.38,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.96,38.94,OK,C34R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000217,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.42,48.36,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.93,38.94,OK,B11R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000218,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.41,48.39,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.93,38.94,OK,B14L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000219,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.38,48.4,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.94,38.93,OK,B10R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000220,Boehler,Heraeus,Prestara,3.1,3.18,<1?,15555,1.0032,48.38,48.37,<3 mm/tube,nr. 022503,WCH 01498076,5/2,38.97,38.97,OK,A28L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000221,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.37,48.41,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.98,38.91,OK,C13R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000223,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.37,48.38,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.97,38.98,OK,A9R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000224,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15556,1.00349,48.41,48.38,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.99,38.98,OK,C27R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000225,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15556,1.00349,48.4,48.43,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.96,39.92,OK,B30L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000226,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.37,48.38,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.97,38.96,OK,A8L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000227,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15554,1.00349,48.38,48.41,<3 mm/tube,nr. 022506,WCH 01498078,7/2,3896,38.95,OK,B21L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000228,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.39,48.36,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.89,38.96,OK,B9L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000229,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.39,48.41,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.94,38.93,OK,C16L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000230,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.42,48.38,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.93,38.91,OK,B18L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000231,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.39,48.39,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.88,38.92,OK,C33L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000232,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.39,48.41,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.96,38.97,OK,C25L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000233,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.41,48.42,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.94,38.95,OK,B29L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000234,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.4,48.39,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.95,38.96,OK,B8R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000235,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15556,1.00349,48.38,48.36,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.96,38.98,OK,A34R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000236,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.41,48.41,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.98,38.96,OK,C29R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000239,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15554,1.00349,48.39,48.42,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.98,38.93,OK,B10L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000241,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15554,1.00349,48.37,48.37,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.96,38.99,OK,B29L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000245,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15553,1.00349,48.38,48.36,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.97,38.97,OK,A8L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000246,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15553,1.00349,48.37,48.36,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.94,38.93,OK,B23R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000248,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.37,48.34,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.94,38.93,OK,A11R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000251,Boehler,Heraeus,Prestara,3.02,3.03,<1?,15555,1.00349,48.34,48.39,<3 mm/tube,nr. 022506,WCH 01498078,7/2,38.95,38.96,OK,B18R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000255,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15552,1.00361,48.45,48.43,<3 mm/tube,nr. 023718,WCH 02118912,13/1,38.86,38.88,OK,C29R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000257,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15552,1.00361,"48,40","48,40",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,80",38.86,OK,A30L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000258,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15553,1.00361,"48,41","48,38",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,83","38,85",OK,A21R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000259,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15551,1.00361,"48,42","48,44",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,87","38,93",OK,A32L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000265,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15551,1.00361,"48,41","48,39",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,93","38,86",OK,B23R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000267,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15551,1.00361,"48,39","48,39",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,91","38,94",OK,B29L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000273,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15555,1.00361,"48,37","48,43",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,96","38,94",OK,B29R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000274,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15550,1.00361,"48,34","48,37",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,92","38,94",OK,A30R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000275,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15551,1.00361,"48,38","48,39",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,95","38,90",OK,B8R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000279,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15549,1.00361,"48,37","48,40",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,96","38,99",OK,C25R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000280,Boehler,Heraeus,Prestara,3.32,3.17,< 1?,15555,1.00361,"48,37","48,40",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,93","38,92",OK,B34R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000281,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15555,1.00361,"48,39",48.40,<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,94",38.93,OK,A15R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000282,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15554,1.00361,"48,36","48,37",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,90","38,91",OK,A12L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000283,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15554,1.00361,"48,40","48,41",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,94","38,89",OK,A13L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000286,Boehler,Heraeus,Prestara,3.32,3.17,<1?,15554,1.00361,"48,37","48,34",<3 mm/tube,nr. 023718,WCH 02118912,13/1,"38,91","38,84",OK,B25R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000288,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15556,1.00334,"48,41","48,41",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,88","38,91",OK,B12R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000290,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15555,1.00334,"48,42","48,38",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,85","38,83",OK,B9R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000292,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15555,1.00334,"48,37","48,41",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,85","38,91",OK,A9R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000293,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15554,1.00334,"48,40","48,43",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,86","38,85",OK,B22R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000295,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15554,1.00334,"48,41","48,42",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,86","38,89",OK,B15R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000296,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15554,1.00334,"48,40","48,40",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,89","38,88",OK,B30R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000297,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15554,1.00334,"48,43","48,38",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,90","38,88",OK,B26L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000298,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15554,1.00334,"48,40","48,41",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,90","38,93",OK,A24R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000299,Boehler,Heraeus,Prestara,3.21,2.96,< 1?,15554,1.00334,"48,38","48,36",<3 mm/tube,nr. 023720,WCH 02118918,16/1,"38,91","38,97",OK,C12R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000308,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.4,48.42,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.94,38.93,OK,B23R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000309,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.42,48.4,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.92,38.97,OK,C33R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000310,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.39,48.38,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.87,38.91,OK,A22R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000312,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.38,48.36,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.92,38.94,OK,B27R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000313,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.38,48.39,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.94,38.91,OK,A17R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000314,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.41,48.37,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.96,38.97,OK,B24R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000315,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.36,48.37,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.94,38.93,OK,B19R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000316,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.42,48.36,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.89,38.88,OK,B12R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000317,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.41,48.38,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.91,38.89,OK,A18R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000318,Boehler,Heraeus,Prestara,3.01,3.01,<1?,15555,1.00321,48.39,48.36,<3 mm/tube,nr. 023706,WCH 02118919,14/1,38.88,38.92,OK,A12L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000319,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.41,48.38,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.85,38.88,OK,C16R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000320,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.36,48.38,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.86,38.85,OK,C20R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000321,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.4,48.42,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.82,38.81,OK,B8R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000322,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.37,48.4,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.82,38.87,OK,A18R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000323,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15556,1.00334,48.38,48.41,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.92,38.86,OK,B17R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000324,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15556,1.00334,48.39,48.34,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.85,38.81,OK,A17R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000326,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.36,48.41,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.88,38.9,OK,C33R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000327,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.35,48.38,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.82,38.9,OK,B19R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000328,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.37,48.36,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.92,38.96,OK,A22R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000329,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.37,48.41,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.95,38.93,OK,B12R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000330,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.37,48.39,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.92,38.98,OK,B18R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000333,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.36,48.37,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.93,38.98,OK,C20R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000334,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.38,48.38,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.99,38.98,OK,B27R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000335,Boehler,Heraeus,Prestara,3.21,2.96,<1?,15555,1.00334,48.35,48.39,<3 mm/tube,nr. 023720,WCH 02118918,16/1,38.98,38.99,OK,A20R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000336,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15555,1.00315,48.43,48.41,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.95,38.98,OK,B24R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000337,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15555,1.00315,48.42,48.37,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.93,39.05,OK,B32L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000338,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15556,1.00315,48.39,48.42,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.93,38.93,OK,C12L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000339,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15556,1.00315,48.41,48.41,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.9,38.9,OK,A16L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000340,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15555,1.00315,48.42,48.42,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.95,38.94,OK,A15L1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000341,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15555,1.00315,48.39,48.41,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.89,38.9,OK,C29L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000342,Boehler,Heraeus,Prestara,3.16,3.17,<1?,15555,1.00315,48.42,48.38,<3 mm/tube,nr. 023722,WCH 02118914,18/1,38.95,38.85,OK,B14L1
