Category,Class,Part,Parent Asset,Subcontractor 1,Subcontractor 2,Subcontractor 3,Surf. Res. at 4.5K (bend),Surf. Res. at 4.5K (flat),Twist,Length,Magnectic Permeability,Radial Diameter Center,Radial Diameter End,Straightness,Subcont. 1 certificate no,Subcont. 2 certificate no,Coil,Vertical Diameter Center,Vertical Diameter End,Weld Conformity,Name
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000623,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00265,48.38,48.41,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.92,38.9,OK,A11L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000624,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00265,48.4,48.38,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.91,OK,A31L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000626,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00265,48.39,48.39,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.9,OK,B29R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000628,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.38,48.36,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.9,OK,B23R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000629,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.38,48.38,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.91,OK,A21L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000630,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00265,48.41,48.41,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.92,OK,C24R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000631,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.37,48.36,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.91,38.91,OK,A19L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000632,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.37,48.39,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.87,38.91,OK,B13R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000632,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.37,48.39,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.87,38.91,OK,12336
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000633,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.35,48.36,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.91,OK,C20L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000635,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.41,48.41,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.91,38.89,OK,B31R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000636,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00265,48.44,48.4,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.88,38.9,OK,A31R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000637,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00265,48.39,48.38,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.93,38.9,OK,C32L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000638,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00383,48.39,48.4,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.88,38.91,OK,B10L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000639,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15555,1.00383,48.37,48.39,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.88,38.9,OK,A32L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000640,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00383,48.39,48.41,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.83,38.84,OK,B9L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000641,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00383,48.38,48.4,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.89,38.84,OK,C17L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000642,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00383,48.39,48.41,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.89,OK,A9R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000643,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00383,48.4,48.43,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.88,OK,B18L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000644,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15554,1.00383,48.4,48.41,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.9,38.91,OK,B14L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000645,Boehler,Heraeus,Prestara,3.21,3.03,<1?,15553,1.00383,48.41,48.42,<3 mm/tube,nr. 025647,WCH 02269793,31/1,38.89,38.9,OK,C24L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000646,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.33,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.92,OK,B15R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000647,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.92,38.92,OK,A28R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000648,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.36,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.89,38.9,OK,B11R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000649,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.35,48.38,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.92,OK,B13R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000650,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.38,48.36,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.92,38.92,OK,A12R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000651,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.36,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.92,OK,A34R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000652,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.36,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.9,OK,A10R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000653,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.36,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.89,OK,A14L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000654,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.37,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.91,38.91,OK,C27L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000655,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.38,48.36,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.91,OK,B8L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000656,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.39,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.89,38.9,OK,B20R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000657,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15553,1.00311,48.36,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.89,OK,2007
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000658,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15553,1.00311,48.35,48.33,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.93,38.9,OK,A23R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000659,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.39,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.92,38.88,OK,C14L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000660,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.37,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.88,OK,A13L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000661,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.37,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.91,38.89,OK,B11R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000662,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.39,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.91,OK,A33R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000663,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.39,48.36,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.88,38.91,OK,A19R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000664,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.36,48.39,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.9,38.89,OK,A18L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000665,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.39,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.89,38.9,OK,B34R8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000666,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.37,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.83,38.8,OK,C22L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000667,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.39,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.78,38.78,OK,B17L7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000668,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.39,48.36,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.82,38.77,OK,C22R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000669,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.34,48.36,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.82,38.84,OK,A26R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000670,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.33,48.33,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.84,38.86,OK,A20L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000671,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.33,48.32,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.84,38.84,OK,C22R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000672,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.33,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.86,38.85,OK,A34R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000673,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.36,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.88,38.89,OK,A23L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000673,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.36,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.88,38.89,OK,13110
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000674,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.33,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.87,38.87,OK,B32R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000675,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.35,48.37,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.85,38.85,OK,B8L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000676,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15554,1.00311,48.31,48.3,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.83,38.84,OK,A14L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000677,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15553,1.00311,48.35,48.35,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.84,38.84,OK,B31L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000678,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15553,1.00311,48.35,48.34,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.85,38.86,OK,B9R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000679,Boehler,Heraeus,Prestara,3.3,3.04,<1?,15553,1.00311,48.33,48.33,<3 mm/tube,nr. 025638,WCH 02269788,26/1,38.86,38.84,OK,B28R7
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000680,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.34,48.37,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.87,38.89,OK,C28L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000682,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.52,48.41,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.96,39,OK,B29R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000683,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.63,48.53,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.95,38.98,OK,B28L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000684,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.33,48.31,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.87,38.87,OK,2043
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000685,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.46,48.47,<3 mm/tube,nr. 025637,WCH 02269787,25/1,39,38.92,OK,A19R4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000686,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.29,48.28,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.77,38.8,OK,C26L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000687,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.26,48.29,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.78,38.78,OK,A18L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000688,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.37,48.33,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.79,38.76,OK,B32L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000689,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.32,48.4,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.76,38.74,OK,A20L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000690,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.43,48.44,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.81,38.82,OK,C32R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000691,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.48,48.46,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.83,OK,B13R6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000692,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15555,1.00346,48.38,48.38,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.84,38.85,OK,B27L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000693,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15554,1.00346,48.41,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.86,OK,B11L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000694,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15554,1.00346,48.41,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.83,38.85,OK,C19L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000695,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15554,1.00346,48.38,48.4,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.83,38.85,OK,B20L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000696,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15554,1.00346,48.41,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.85,38.83,OK,B22L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000697,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15554,1.00346,48.42,48.44,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.81,38.83,OK,B9R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000698,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15554,1.00346,48.4,48.41,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.82,OK,C34L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000699,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.43,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.82,OK,A18R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000700,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.45,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.81,OK,A22R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000701,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.43,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.81,38.82,OK,B10L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000702,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.44,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.82,38.8,OK,C14L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000703,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.45,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.79,OK,A25R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000704,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.41,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.79,38.8,OK,B24R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000705,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.41,48.45,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.81,38.81,OK,A23R5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000706,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.43,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.82,38.81,OK,B21L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000707,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.42,48.42,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.83,38.82,OK,C23L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000708,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.41,48.4,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.82,38.82,OK,2325
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000710,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.43,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.82,38.83,OK,B18L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000711,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.44,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.79,OK,C17L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000712,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15552,1.00346,48.4,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.81,38.81,OK,B20L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000713,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.43,48.44,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.8,38.81,OK,C21L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000714,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.4,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.78,38.8,OK,A11L8
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000715,Boehler,Heraeus,Prestara,3.24,3.03,<1?,15553,1.00346,48.43,48.43,<3 mm/tube,nr. 025637,WCH 02269787,25/1,38.9,38.79,OK,C15L6
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000716,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15553,1.00317,48.33,48.38,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.86,38.85,OK,C13L2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_011-AK000717,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15553,1.00317,48.31,48.34,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.87,38.86,OK,B33R1
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000719,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.32,48.32,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.87,38.88,OK,C34L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000720,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15553,1.00317,48.31,48.31,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.88,38.86,OK,B12L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000721,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.33,48.32,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.87,38.84,OK,B13L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000722,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.32,48.31,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.85,38.86,OK,B17L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000723,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.31,48.32,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.89,38.88,OK,1236
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000724,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.33,48.32,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.87,38.89,OK,B14L4
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000726,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.36,48.32,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.9,38.88,OK,B20L5
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_014-AK000727,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.33,48.33,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.88,38.89,OK,A15R3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000728,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.32,48.35,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.9,38.87,OK,B34R2
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000729,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.34,48.33,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.89,38.86,OK,B19L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000730,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15552,1.00317,48.36,48.36,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.89,38.9,OK,A22L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000731,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15554,1.00317,48.34,48.34,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.93,38.87,OK,C31L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000732,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15554,1.00317,48.33,48.36,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.9,38.89,OK,B31L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000733,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15554,1.00317,48.34,48.33,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.88,38.9,OK,A30L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000734,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15554,1.00317,48.34,48.34,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.91,38.9,OK,A34L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_013-AK000735,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15555,1.00317,48.38,48.33,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.88,38.9,OK,B34L3
HCVSSB_01_,VS01,HCVSSB_01_,HCVSSB_012-AK000736,Boehler,Heraeus,Prestara,3.6,3.15,<1?,15555,1.00317,48.36,48.35,<3 mm/tube,nr. 025640,WCH 02269785,23/1,38.87,38.88,OK,C24L7
