Name,R_1,R_2,RRR_1,RRR_2
A29L2,3.1400000000000006,3.1400000000000006,70.26040277030548,70.26040277030548
A29L3,3.25,1.8299999999999998,68.22162291037226,94.32351566615597
A29L4,1.8,1.93,95.65008800371686,91.38914903100921
A29L5,3.1,1.8299999999999998,70.752888773442,94.32351566615597
A29L6,2.9799999999999986,2.4300000000000006,71.9167377486337,79.89986949478443
A29L7,3.2799999999999994,3.2600000000000016,67.87449965452625,67.7519122227926
A29L8,3.27,3.0900000000000003,66.66732040398628,70.87720413274648
A29R1,3.25,1.92,68.09926754352253,92.00434744749462
A29R2,3.0900000000000283,3.2400000000000126,70.74825409990856,67.99534303947361
A29R3,2.6828175538650796,2.6828175538650796,75.0,75.0
A29R4,3.310000141193014,1.93,67.19212096326802,91.38914903100921
A29R5,2.4300000000000015,2.4300000000000015,79.91564766114065,79.91564766114065
A29R6,1.7300000000000002,3.16,97.7700238334445,69.84073116587685
A29R7,2.4300000000000015,2.4799999999999818,79.91564766114065,79.08549669352671
A29R8,2.400000000000003,3.19,80.40070272144557,69.08204078566787
A30L1,2.4300000000000015,2.480000000000015,79.91564766114065,79.11108700795295
A30L2,1.77,3.320000000000004,96.78539546647139,66.96853432549321
A30L3,3.6000000000000005,3.3100000000000125,60.43712854708486,66.6210185838169
A30L4,1.6999999999999997,1.8499999999999999,101.106504622535,94.10394295985523
A30L5,3.289999999999999,3.15,68.13512170581375,69.97010621488656
A30L6,1.82,3.16,94.98000661467277,69.84073116587685
A30L7,1.67,1.8499999999999999,100.31451566000446,94.10394295985523
A30L8,3.390000000000002,3.390000000000002,67.570380167343,67.570380167343
A30R1,1.6999999999999997,1.6999999999999997,101.106504622535,101.106504622535
A30R2,3.1600000000000006,3.3100000000000125,69.74295839809092,66.6210185838169
A30R3,3.320000000000004,2.9199999999999995,66.96853432549321,72.91920684067088
A30R4,2.6828175538650796,2.6828175538650796,75.0,75.0
A30R5,3.7,2.480000000000015,54.73594914052305,79.11108700795295
A30R6,3.2099999999999995,2.4300000000000015,68.37476174248951,79.91564766114065
A30R7,1.93,1.93,91.38914903100921,91.38914903100921
A30R8,1.82,3.16,94.98000661467277,69.84073116587685
A31L1,1.82,3.16,94.98000661467277,69.84073116587685
A31L2,2.6828175538650796,2.6828175538650796,75.0,75.0
A31L3,3.0900000000000283,1.96,70.74825409990856,90.45027015692106
A31L4,2.5000000000000004,2.4799999999999818,78.7897683364081,79.08549669352671
A31L5,2.45000000000002,1.92,79.61488134911514,92.00434744749462
A31L6,3.03,3.25,71.53341464630975,68.22162291037226
A31L7,1.8,1.8,95.65008800371686,95.65008800371686
A31L8,3.4599999999999995,3.21,61.141317629472105,68.07622572204467
A31R1,3.2799999999999474,3.2799999999999474,68.32892020652831,68.32892020652831
A31R2,3.0900000000000283,1.96,70.74825409990856,90.45027015692106
A31R3,3.1799999999999997,2.9199999999999995,69.35436078096502,72.91920684067088
A31R4,1.7300000000000002,3.7,97.7700238334445,54.73594914052305
A31R5,3.2400000000000007,3.0800000000000005,67.59410659048159,70.76365748864274
A31R6,3.2099999999999995,3.2799999999999994,68.37476174248951,67.87449965452625
A31R7,3.2200000000000015,3.21,69.30246088141651,68.07622572204467
A31R8,2.4300000000000015,2.4300000000000006,79.91564766114065,79.89986949478443
A32L1,2.4300000000000006,3.16,79.89986949478443,69.84073116587685
A32L2,3.320000000000004,3.1599999999999997,66.96853432549321,70.07018630242422
A32L3,3.289999999999999,1.83,68.13512170581375,94.71351328593303
A32L4,3.0800000000000005,2.4300000000000015,70.76365748864274,79.91564766114065
A32L5,2.529999999999997,3.1300000000000003,78.31400167043277,70.35344691681026
A32L6,3.310000141193014,2.9899999999999993,67.19212096326802,72.05491275077262
A32L7,3.1400000000000006,3.0900000000000003,70.26040277030548,70.87720413274648
A32L8,3.25,3.21,68.09926754352253,68.07622572204467
A32R1,2.4299999999999997,2.450000000000002,79.9134887858741,79.59764615112702
A32R2,3.27,3.310000141193014,66.66732040398628,67.19212096326802
A32R3,3.1799999999999997,3.1799999999999997,69.35436078096502,69.35436078096502
A32R4,3.11,2.5,70.2908110941323,78.792057073657
A32R5,3.2400000000000007,3.2200000000000015,67.59410659048159,69.30246088141651
A32R6,3.310000141193014,3.2600000000000016,67.19212096326802,67.7519122227926
A32R7,3.32,3.32,67.66559710105976,66.69622311711481
A32R8,2.4300000000000006,2.480000000000015,79.89986949478443,79.11108700795295
A33L1,2.4300000000000015,2.480000000000015,79.91564766114065,79.11108700795295
A33L2,3.1400000000000006,3.1400000000000006,70.26040277030548,70.26040277030548
A33L3,3.400000000000001,3.3100000000000125,65.45791952580721,66.6210185838169
A33L4,2.4299999999999997,1.68,79.9134887858741,100.45740439836791
A33L5,1.8,1.7699999999999998,95.65008800371686,97.37175994946976
A33L6,2.9799999999999986,3.21,71.9167377486337,68.07622572204467
A33L7,1.8,1.93,95.65008800371686,91.38914903100921
A33L8,2.6828175538650796,2.6828175538650796,75.0,75.0
A33R1,3.2799999999999474,3.2799999999999474,68.32892020652831,68.32892020652831
A33R2,2.9899999999999993,1.96,72.05491275077262,90.45027015692106
A33R3,3.25,2.9199999999999995,68.09926754352253,72.91920684067088
