Circuit,Magnet,Position,B1_aperture,Diode_type,Correctors,EE place,#Electric_EE,#Electric_circuit,Cryostat,Cryostat2,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,#Segment,cryostat_group,phys_pos,Phys. Position,El. Position,Name,R_1,R_2,RRR_1,RRR_2,Short magnet ID,age,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,Renamed short magnet ID,MTF Status,Magnet_construction_order,QPS Crate Number,Cryostat Number
RB.A78,MB.B16L8,22649.3831,EXT,R,A,EVEN,67,144,LBARA.16L8,LBARA_16L8,B17L8_2,DCBB.B16L8.L,MB.A17L8,MB.B16L8,3,22603.7631,22641.5531,B17L8,2,145,16L8,133.0,133,144,B16L8,2.4000000000000004,2.430000000000001,80.39860414416525,79.91564766114065,3063,14.0,3.0,01B,02K,11292.0,,,63,2,1
RB.A78,MB.A16L8,22665.0431,EXT,R,B,ODD,11,11,LBBRD.16L8,LBBRD_16L8,B14L8_2,DCBB.A16L8.R,MB.B15L8,MB.A16L8,3,22695.0031,22657.2131,B14L8,2,11,16L8,134.0,134,11,A16L8,2.4000000000000004,2.4300000000000006,80.39860414416525,79.89986949478443,3504,14.0,3.0,01B,02D,11820.0,,,-496,2,2
RB.A78,MB.C15L8,22687.1731,EXT,R,A,EVEN,68,145,LBARA.15L8,LBARA_15L8,B15L8_0,DCBQ.15L8.L,MB.B16L8,MB.C15L8,3,22641.5531,22679.3431,B15L8,0,146,15L8,135.0,135,145,C15L8,3.27,3.3100000000000125,66.66732040398628,66.6210185838169,3009,14.0,3.0,01E,02K,12850.0,,,9,0,0
RB.A78,MB.B15L8,22702.8331,EXT,R,B,ODD,10,10,LBBRA.15L8,LBBRA_15L8,B14L8_1,DCBB.15L8.R,MB.C14L8,MB.B15L8,3,22732.7931,22695.0031,B14L8,1,10,15L8,136.0,136,10,B15L8,3.27,3.1799999999742785,66.66732040398628,69.74655266092758,2014,14.0,2.0,01B,02K,11924.0,,,14,1,1
RB.A78,MB.A15L8,22718.4931,EXT,R,A,EVEN,69,146,LBARB.15L8,LBARB_15L8,B15L8_1,DCBB.15L8.L,MB.C15L8,MB.A15L8,2,22679.3431,22710.6631,B15L8,1,147,15L8,137.0,137,146,A15L8,3.289999999999999,1.74,68.13512170581375,97.96870463516548,3058,14.0,3.0,01B,02K,12857.0,,,58,1,2
RB.A78,MB.C14L8,22740.6231,EXT,R,B,ODD,9,9,LBBRA.14L8,LBBRA_14L8,B14L8_0,DCBB.B14L8.R,MB.A14L8,MB.C14L8,2,22764.1131,22732.7931,B14L8,0,9,14L8,138.0,138,9,C14L8,3.32,3.3000000000097947,66.69622311711481,67.44303788811109,1519,14.0,1.0,01B,02C8,10727.0,,,-481,0,0
RB.A78,MB.B14L8,22756.2831,EXT,R,A,EVEN,70,147,LBARA.14L8,LBARA_14L8,B15L8_2,DCBB.B14L8.L,MB.A15L8,MB.B14L8,3,22710.6631,22748.4531,B15L8,2,148,14L8,139.0,139,147,B14L8,3.11,3.21,70.2908110941323,68.07622572204467,2031,14.0,2.0,01B,02K,9766.0,,,31,2,1
RB.A78,MB.A14L8,22771.9431,EXT,R,B,ODD,8,8,LBBRD.14L8,LBBRD_14L8,B12L8_2,DCBB.A14L8.R,MB.B13L8,MB.A14L8,3,22801.9031,22764.1131,B12L8,2,8,14L8,140.0,140,8,A14L8,3.3000000000097947,3.27,67.44303788811109,66.66732040398628,3038,14.0,3.0,01B,02K,12057.0,,,38,2,2
RB.A78,MB.C13L8,22794.0731,EXT,R,A,EVEN,71,148,LBARA.13L8,LBARA_13L8,B13L8_0,DCBQ.13L8.L,MB.B14L8,MB.C13L8,3,22748.4531,22786.2431,B13L8,0,149,13L8,141.0,141,148,C13L8,1.83,2.430000000000001,94.71508838982798,79.91564766114065,3065,14.0,3.0,01B,02K,10708.0,,,65,0,0
RB.A78,MB.B13L8,22809.7331,EXT,R,B,ODD,7,7,LBBRA.13L8,LBBRA_13L8,B12L8_1,DCBB.13L8.R,MB.C12L8,MB.B13L8,3,22839.6931,22801.9031,B12L8,1,7,13L8,142.0,142,7,B13L8,3.2400000000000007,3.21,67.59410659048159,68.07622572204467,3002,14.0,3.0,01E,02K,10765.0,,,2,1,1
RB.A78,MB.A13L8,22825.3931,EXT,R,A,EVEN,72,149,LBARB.13L8,LBARB_13L8,B13L8_1,DCBB.13L8.L,MB.C13L8,MB.A13L8,2,22786.2431,22817.5631,B13L8,1,150,13L8,143.0,143,149,A13L8,3.289999999999999,3.3000000000097947,68.13512170581375,67.44303788811109,3029,14.0,3.0,01B,02K,12202.0,,,29,1,2
RB.A78,MB.C12L8,22847.5231,EXT,R,B,ODD,6,6,LBBRA.12L8,LBBRA_12L8,B12L8_0,DCBB.B12L8.R,MB.A12L8,MB.C12L8,2,22871.0131,22839.6931,B12L8,0,6,12L8,144.0,144,6,C12L8,3.2400000000000007,2.430000000000001,67.59410659048159,79.91564766114065,1017,14.0,1.0,01B,02B5,12320.0,,,17,0,0
RB.A78,MB.B12L8,22863.1831,EXT,R,A,EVEN,73,150,LBARA.12L8,LBARA_12L8,B13L8_2,DCBB.B12L8.L,MB.A13L8,MB.B12L8,3,22817.5631,22855.3531,B13L8,2,151,12L8,145.0,145,150,B12L8,1.93,3.32,91.3891490310092,66.69622311711481,1133,14.0,1.0,01B,02B5,12118.0,,,133,2,1
RB.A78,MB.A12L8,22878.8431,EXT,R,B,ODD,5,5,LBBRD.12L8,LBBRD_12L8,B10L8_2,DCBB.A12L8.R,MB.A11L8,MB.A12L8,4,22922.8528,22871.0131,B10L8,2,5,12L8,146.0,146,5,A12L8,3.320000000000004,3.010000000000012,66.96853432549321,71.77217049437834,3034,14.0,3.0,01B,02K,12808.0,,,34,2,2
RB.A78,MB.B11L8,22915.0228,EXT,R,A,EVEN,74,151,LBARA.11L8,LBARA_11L8,B11L8_0,DCBE.11L8.L,MB.B12L8,MB.B11L8,4,22855.3531,22907.1928,B11L8,0,152,11L8,147.0,147,151,B11L8,3.1799999999742785,3.08,69.74655266092758,70.92620638880226,3066,14.0,3.0,01B,02K,11695.0,,,66,0,0
RB.A78,MB.A11L8,22930.6828,EXT,R,B,ODD,4,4,LBBRP.11L8,LBBRP_11L8,B10L8_1,DCBB.11L8.R,MB.A10L8,MB.A11L8,3,22961.9178,22922.8528,B10L8,1,4,11L8,148.0,148,4,A11L8,3.2400000000000007,3.21,66.94333085452014,68.07622572204467,3264,14.0,3.0,01B,02G,12112.0,,,264,1,1
RB.A78,MB.B10L8,22954.0878,EXT,R,A,EVEN,75,152,LBARE.10L8,LBARE_10L8,B11L8_1,DCBQ.10L8.L,MB.B11L8,MB.B10L8,3,22907.1928,22946.2578,B11L8,1,153,10L8,149.0,149,152,B10L8,1.74,3.21,97.96870463516548,68.07622572204467,3053,14.0,3.0,01B,02K,11668.0,,,53,1,0
RB.A78,MB.A10L8,22969.7478,EXT,R,B,ODD,3,3,LBBRG.10L8,LBBRG_10L8,B10L8_0,DCBB.10L8.R,MB.A9L8,MB.A10L8,3,23002.3828,22961.9178,B10L8,0,3,10L8,150.0,150,3,A10L8,2.400000000000003,2.4799999999999818,80.40070272144557,79.08549669352671,1030,14.0,1.0,01B,02B5,11181.0,,,30,0,1
RB.A78,MB.B9L8,22994.5528,EXT,R,A,EVEN,76,153,LBARE.9L8,LBARE_09L8,B11L8_2,DCBQ.9L8.L,MB.B10L8,MB.B9L8,3,22946.2578,22986.7228,B11L8,2,154,09L8,151.0,151,153,B9L8,3.11,3.21,70.2908110941323,68.07622572204467,3062,14.0,3.0,01B,02K,12850.0,,,62,2,0
RB.A78,MB.A9L8,23010.2128,EXT,R,B,ODD,2,2,LBBRF.9L8,LBBRF_09L8,B8L8_1,DCBB.9L8.R,MB.A8L8,MB.A9L8,3,23041.4478,23002.3828,B8L8,1,2,09L8,152.0,152,2,A9L8,2.430000000000001,2.430000000000001,79.91564766114065,79.91564766114065,3036,14.0,3.0,01B,02K,12235.0,,,36,1,1
RB.A78,MB.B8L8,23033.6178,EXT,R,A,EVEN,77,154,LBARE.8L8,LBARE_08L8,B9L8_0,DCBQ.8L8.L,MB.B9L8,MB.B8L8,3,22986.7228,23025.7878,B9L8,0,155,08L8,153.0,153,154,B8L8,3.3000000000097947,3.3000000000097947,67.44303788811109,67.44303788811109,3051,14.0,3.0,01B,02K,11517.0,,,51,0,0
RB.A78,MB.A8L8,23049.2778,EXT,R,B,ODD,1,1,LBBRQ.8L8,LBBRQ_08L8,B8L8_0,DCBB.8L8.R,DFLAS.7L8.5,MB.A8L8,4,23075.7728,23041.4478,B8L8,0,1,08L8,154.0,154,1,A8L8,2.430000000000001,2.4799999999999818,79.91564766114065,79.08549669352671,3016,14.0,3.0,01B,02K,10711.0,,,16,0,1
RB.A81,MB.A8R8,23603.7678,INT,L,A,EVEN,77,154,LBALE.8R8,LBALE_08R8,B8R8_0,DCBA.8R8.L,MB.A9R8,MB.A8R8,3,23635.0028,23595.9378,B8R8,0,155,08R8,1.0,1,154,A8R8,2.979999999999998,3.220000000000001,71.9167377486337,69.30246088141651,3105,14.0,3.0,01B,02G,11606.0,,,105,0,0
RB.A81,MB.B8R8,23619.4278,INT,L,B,ODD,1,1,LBBLF.8R8,LBBLF_08R8,B9R8_0,DCBA.8R8.R,DFLAS.7R8.5,MB.B8R8,5,23576.7728,23611.5978,B9R8,0,1,08R8,2.0,2,1,B8R8,3.0200000000000027,3.1,71.68679046426837,70.752888773442,3164,14.0,3.0,01B,02G,10418.0,,,164,0,1
RB.A81,MB.A9R8,23642.8328,INT,L,A,EVEN,76,153,LBALE.9R8,LBALE_09R8,B10R8_2,DCBA.9R8.L,MB.A10R8,MB.A9R8,3,23675.4678,23635.0028,B10R8,2,154,09R8,3.0,3,153,A9R8,2.400000000000003,3.3100000000000125,80.40070272144557,66.6210185838169,3056,14.0,3.0,01B,02K,12370.0,,,56,2,0
RB.A81,MB.B9R8,23658.4928,INT,L,B,ODD,2,2,LBBLG.9R8,LBBLG_09R8,B9R8_1,DCBA.9R8.R,MB.B8R8,MB.B9R8,3,23611.5978,23650.6628,B9R8,1,2,09R8,4.0,4,2,B9R8,3.2099999999999995,2.5,68.37476174248951,78.792057073657,1150,14.0,1.0,01B,02B5,12575.0,,,150,1,1
RB.A81,MB.A10R8,23683.2978,INT,L,A,EVEN,75,152,LBALE.10R8,LBALE_10R8,B10R8_1,DCBA.10R8.L,MB.A11R8,MB.A10R8,3,23714.5328,23675.4678,B10R8,1,153,10R8,5.0,5,152,A10R8,3.3100000000000125,3.310000141193014,66.6210185838169,67.19212096326802,3169,14.0,3.0,01B,02G,12648.0,,,169,1,0
RB.A81,MB.B10R8,23698.9578,INT,L,B,ODD,3,3,LBBLF.10R8,LBBLF_10R8,B11R8_0,DCBA.10R8.R,MB.B9R8,MB.B10R8,3,23650.6628,23691.1278,B11R8,0,3,10R8,6.0,6,3,B10R8,3.1,1.83,70.752888773442,94.32351566615596,1128,14.0,1.0,01B,02B5,12108.0,,,128,0,1
RB.A81,MB.A11R8,23722.3628,INT,L,A,EVEN,74,151,LBALA.11R8,LBALA_11R8,B10R8_0,DCBA.11R8.L,MB.A12R8,MB.A11R8,4,23766.3725,23714.5328,B10R8,0,152,11R8,7.0,7,151,A11R8,3.2600000000000016,3.0200000000000027,67.7519122227926,71.68679046426837,3166,14.0,3.0,01B,02G,10550.0,,,166,0,0
RB.A81,MB.B11R8,23738.0228,INT,L,B,ODD,4,4,LBBLA.11R8,LBBLA_11R8,B11R8_1,DCBA.11R8.R,MB.B10R8,MB.B11R8,3,23691.1278,23730.1928,B11R8,1,4,11R8,8.0,8,4,B11R8,1.74,3.220000000000001,97.96870463516548,69.30246088141651,1163,14.0,1.0,01B,02B5,12042.0,,,163,1,1
RB.A81,MB.A12R8,23774.2025,INT,L,A,EVEN,73,150,LBALA.12R8,LBALA_12R8,B12R8_2,DCBA.A12R8.L,MB.C12R8,MB.A12R8,2,23797.6925,23766.3725,B12R8,2,151,12R8,9.0,9,150,A12R8,2.4300000000000006,3.15,79.89986949478443,69.97010621488656,3159,14.0,3.0,01B,02G,10396.0,,,159,2,0
RB.A81,MB.B12R8,23789.8625,INT,L,B,ODD,5,5,LBBLA.12R8,LBBLA_12R8,B11R8_2,DCBA.A12R8.R,MB.B11R8,MB.B12R8,4,23730.1928,23782.0325,B11R8,2,5,12R8,10.0,10,5,B12R8,1.75,1.81,97.93687798968394,95.8748204483924,1110,14.0,1.0,01B,02B5,12222.0,,,110,2,1
RB.A81,MB.C12R8,23805.5225,INT,L,A,EVEN,72,149,LBALB.12R8,LBALB_12R8,B12R8_1,DCBA.B12R8.L,MB.B13R8,MB.C12R8,3,23835.4825,23797.6925,B12R8,1,150,12R8,11.0,11,149,C12R8,3.2799999999999474,3.310000141193014,68.32892020652831,67.19212096326802,1096,14.0,1.0,01B,02B5,12038.0,,,96,1,2
RB.A81,MB.A13R8,23827.6525,INT,L,B,ODD,6,6,LBBLA.13R8,LBBLA_13R8,B13R8_0,DCBQ.12R8.R,MB.B12R8,MB.A13R8,3,23782.0325,23819.8225,B13R8,0,6,13R8,12.0,12,6,A13R8,3.11,2.450000000000002,70.2908110941323,79.59764615112702,1104,14.0,1.0,01B,02B5,11112.0,,,104,0,0
RB.A81,MB.B13R8,23843.3125,INT,L,A,EVEN,71,148,LBALA.13R8,LBALA_13R8,B12R8_0,DCBA.13R8.L,MB.A14R8,MB.B13R8,3,23873.2725,23835.4825,B12R8,0,149,13R8,13.0,13,148,B13R8,2.400000000000003,3.6000000000000005,80.40070272144557,60.43712854708486,1175,14.0,1.0,01B,02B5,12490.0,,,175,0,1
RB.A81,MB.C13R8,23858.9725,INT,L,B,ODD,7,7,LBBLD.13R8,LBBLD_13R8,B13R8_1,DCBA.13R8.R,MB.A13R8,MB.C13R8,2,23819.8225,23851.1425,B13R8,1,7,13R8,14.0,14,7,C13R8,2.400000000000003,3.3100000000000125,80.40070272144557,66.6210185838169,3100,14.0,3.0,01B,02G,11527.0,,,100,1,2
RB.A81,MB.A14R8,23881.1025,INT,L,A,EVEN,70,147,LBALA.14R8,LBALA_14R8,B14R8_2,DCBA.A14R8.L,MB.C14R8,MB.A14R8,2,23904.5925,23873.2725,B14R8,2,148,14R8,15.0,15,147,A14R8,1.71,2.450000000000002,99.29508583041604,79.59764615112702,1058,14.0,1.0,01B,02B5,9840.0,,,58,2,0
RB.A81,MB.B14R8,23896.7625,INT,L,B,ODD,8,8,LBBLA.14R8,LBBLA_14R8,B13R8_2,DCBA.A14R8.R,MB.C13R8,MB.B14R8,3,23851.1425,23888.9325,B13R8,2,8,14R8,16.0,16,8,B14R8,1.74,3.220000000000001,97.96870463516548,69.30246088141651,1167,14.0,1.0,01B,02B5,12504.0,,,167,2,1
RB.A81,MB.C14R8,23912.4225,INT,L,A,EVEN,69,146,LBALB.14R8,LBALB_14R8,B14R8_1,DCBA.B14R8.L,MB.B15R8,MB.C14R8,3,23942.3825,23904.5925,B14R8,1,147,14R8,17.0,17,146,C14R8,2.529999999999997,3.16,78.31400167043277,69.84073116587685,3167,14.0,3.0,01B,02G,11174.0,,,167,1,2
RB.A81,MB.A15R8,23934.5525,INT,L,B,ODD,9,9,LBBLA.15R8,LBBLA_15R8,B15R8_0,DCBQ.14R8.R,MB.B14R8,MB.A15R8,3,23888.9325,23926.7225,B15R8,0,9,15R8,18.0,18,9,A15R8,2.979999999999998,3.1600000000000006,71.9167377486337,69.74295839809092,1170,14.0,1.0,01B,02B5,12553.0,,,170,0,0
RB.A81,MB.B15R8,23950.2125,INT,L,A,EVEN,68,145,LBALA.15R8,LBALA_15R8,B14R8_0,DCBA.15R8.L,MB.A16R8,MB.B15R8,3,23980.1725,23942.3825,B14R8,0,146,15R8,19.0,19,145,B15R8,3.19,3.16,69.08204078566787,69.84073116587685,3171,14.0,3.0,01B,02G,12180.0,,,171,0,1
RB.A81,MB.C15R8,23965.8725,INT,L,B,ODD,10,10,LBBLD.15R8,LBBLD_15R8,B15R8_1,DCBA.15R8.R,MB.A15R8,MB.C15R8,2,23926.7225,23958.0425,B15R8,1,10,15R8,20.0,20,10,C15R8,1.92,1.74,92.00434744749462,97.96870463516548,2062,14.0,2.0,01B,02K,11594.0,,,62,1,2
RB.A81,MB.A16R8,23988.0025,INT,L,A,EVEN,67,144,LBALA.16R8,LBALA_16R8,B16R8_2,DCBA.A16R8.L,MB.C16R8,MB.A16R8,2,24011.4925,23980.1725,B16R8,2,145,16R8,21.0,21,144,A16R8,3.140000000000001,3.15,70.26040277030548,69.97010621488656,3145,14.0,3.0,01B,02G,10959.0,,,145,2,0
RB.A81,MB.B16R8,24003.6625,INT,L,B,ODD,11,11,LBBLA.16R8,LBBLA_16R8,B15R8_2,DCBA.A16R8.R,MB.C15R8,MB.B16R8,3,23958.0425,23995.8325,B15R8,2,11,16R8,22.0,22,11,B16R8,2.400000000000003,3.19,80.40070272144557,69.08204078566787,1169,14.0,1.0,01B,02B5,11916.0,,,169,2,1
RB.A81,MB.C16R8,24019.3225,INT,L,A,EVEN,66,143,LBALB.16R8,LBALB_16R8,B16R8_1,DCBA.B16R8.L,MB.B17R8,MB.C16R8,3,24049.2825,24011.4925,B16R8,1,144,16R8,23.0,23,143,C16R8,3.2799999999999474,2.99,68.32892020652831,71.7970833568226,3112,14.0,3.0,01B,02G,11091.0,,,112,1,2
RB.A81,MB.A17R8,24041.4525,INT,L,B,ODD,12,12,LBBLA.17R8,LBBLA_17R8,B17R8_0,DCBQ.16R8.R,MB.B16R8,MB.A17R8,3,23995.8325,24033.6225,B17R8,0,12,17R8,24.0,24,12,A17R8,2.430000000000001,1.81,79.91564766114065,95.8748204483924,3087,14.0,3.0,01B,02G,10977.0,,,87,0,0
RB.A81,MB.B17R8,24057.1125,INT,L,A,EVEN,65,142,LBALA.17R8,LBALA_17R8,B16R8_0,DCBA.17R8.L,MB.A18R8,MB.B17R8,3,24087.0725,24049.2825,B16R8,0,143,17R8,25.0,25,142,B17R8,2.400000000000003,3.16,80.40070272144557,69.84073116587685,3147,14.0,3.0,01B,02G,9875.0,,,147,0,1
RB.A81,MB.C17R8,24072.7725,INT,L,B,ODD,13,13,LBBLD.17R8,LBBLD_17R8,B17R8_1,DCBA.17R8.R,MB.A17R8,MB.C17R8,2,24033.6225,24064.9425,B17R8,1,13,17R8,26.0,26,13,C17R8,3.25,1.75,68.09926754352253,97.93687798968394,1151,14.0,1.0,01B,02B5,11654.0,,,151,1,2
RB.A81,MB.A18R8,24094.9025,INT,L,A,EVEN,64,141,LBALA.18R8,LBALA_18R8,B18R8_2,DCBA.A18R8.L,MB.C18R8,MB.A18R8,2,24118.3925,24087.0725,B18R8,2,142,18R8,27.0,27,141,A18R8,1.82,2.480000000000015,94.98000661467276,79.11108700795295,1063,14.0,1.0,01B,02B5,12702.0,,,63,2,0
RB.A81,MB.B18R8,24110.5625,INT,L,B,ODD,14,14,LBBLA.18R8,LBBLA_18R8,B17R8_2,DCBA.A18R8.R,MB.C17R8,MB.B18R8,3,24064.9425,24102.7325,B17R8,2,14,18R8,28.0,28,14,B18R8,2.430000000000001,1.81,79.91564766114065,95.8748204483924,3072,14.0,3.0,01B,02K,12656.0,,,72,2,1
RB.A81,MB.C18R8,24126.2225,INT,L,A,EVEN,63,140,LBALB.18R8,LBALB_18R8,B18R8_1,DCBA.B18R8.L,MB.B19R8,MB.C18R8,3,24156.1825,24118.3925,B18R8,1,141,18R8,29.0,29,140,C18R8,1.8,1.85,95.65008800371686,94.10394295985525,1068,14.0,1.0,01B,02B5,12277.0,,,68,1,2
RB.A81,MB.A19R8,24148.3525,INT,L,B,ODD,15,15,LBBLA.19R8,LBBLA_19R8,B19R8_0,DCBQ.18R8.R,MB.B18R8,MB.A19R8,3,24102.7325,24140.5225,B19R8,0,15,19R8,30.0,30,15,A19R8,1.74,2.99,97.96870463516548,71.7970833568226,1107,14.0,1.0,01B,02B5,11679.0,,,107,0,0
RB.A81,MB.B19R8,24164.0125,INT,L,A,EVEN,62,139,LBALA.19R8,LBALA_19R8,B18R8_0,DCBA.19R8.L,MB.A20R8,MB.B19R8,3,24193.9725,24156.1825,B18R8,0,140,19R8,31.0,31,139,B19R8,3.2799999999999474,2.99,68.32892020652831,71.7970833568226,3170,14.0,3.0,01B,02G,12497.0,,,170,0,1
RB.A81,MB.C19R8,24179.6725,INT,L,B,ODD,16,16,LBBLD.19R8,LBBLD_19R8,B19R8_1,DCBA.19R8.R,MB.A19R8,MB.C19R8,2,24140.5225,24171.8425,B19R8,1,16,19R8,32.0,32,16,C19R8,1.75,2.99,96.83501939690876,71.7970833568226,3032,14.0,3.0,01B,02K,12490.0,,,32,1,2
RB.A81,MB.A20R8,24201.8025,INT,L,A,EVEN,61,138,LBALA.20R8,LBALA_20R8,B20R8_2,DCBA.A20R8.L,MB.C20R8,MB.A20R8,2,24225.2925,24193.9725,B20R8,2,139,20R8,33.0,33,138,A20R8,1.74,2.99,97.96870463516548,71.7970833568226,1156,14.0,1.0,01B,02B5,12181.0,,,156,2,0
RB.A81,MB.B20R8,24217.4625,INT,L,B,ODD,17,17,LBBLA.20R8,LBBLA_20R8,B19R8_2,DCBA.A20R8.R,MB.C19R8,MB.B20R8,3,24171.8425,24209.6325,B19R8,2,17,20R8,34.0,34,17,B20R8,1.75,2.4300000000000006,97.93687798968394,79.89986949478443,3082,14.0,3.0,01B,02K,9387.0,,,82,2,1
RB.A81,MB.C20R8,24233.1225,INT,L,A,EVEN,60,137,LBALB.20R8,LBALB_20R8,B20R8_1,DCBA.B20R8.L,MB.B21R8,MB.C20R8,3,24263.0825,24225.2925,B20R8,1,138,20R8,35.0,35,137,C20R8,2.4300000000000006,3.19,79.89986949478443,69.08204078566787,3144,14.0,3.0,01B,02G,8972.0,,,144,1,2
RB.A81,MB.A21R8,24255.2525,INT,L,B,ODD,18,18,LBBLA.21R8,LBBLA_21R8,B21R8_0,DCBQ.20R8.R,MB.B20R8,MB.A21R8,3,24209.6325,24247.4225,B21R8,0,18,21R8,36.0,36,18,A21R8,2.430000000000001,2.480000000000015,79.91564766114065,79.11108700795295,3122,14.0,3.0,01B,02G,10380.0,,,122,0,0
RB.A81,MB.B21R8,24270.9125,INT,L,A,EVEN,59,136,LBALA.21R8,LBALA_21R8,B20R8_0,DCBA.21R8.L,MB.A22R8,MB.B21R8,3,24300.8725,24263.0825,B20R8,0,137,21R8,37.0,37,136,B21R8,1.82,2.480000000000015,94.98000661467276,79.11108700795295,3113,14.0,3.0,01B,02G,11093.0,,,113,0,1
RB.A81,MB.C21R8,24286.5725,INT,L,B,ODD,19,19,LBBLD.21R8,LBBLD_21R8,B21R8_1,DCBA.21R8.R,MB.A21R8,MB.C21R8,2,24247.4225,24278.7425,B21R8,1,19,21R8,38.0,38,19,C21R8,2.4799999999999818,2.480000000000015,79.08549669352671,79.11108700795295,1120,14.0,1.0,01B,02B5,10287.0,,,120,1,2
RB.A81,MB.A22R8,24308.7025,INT,L,A,EVEN,58,135,LBALA.22R8,LBALA_22R8,B22R8_2,DCBA.A22R8.L,MB.C22R8,MB.A22R8,2,24332.1925,24300.8725,B22R8,2,136,22R8,39.0,39,135,A22R8,2.979999999999998,2.99,71.9167377486337,71.7970833568226,1094,14.0,1.0,01B,02B5,12195.0,,,94,2,0
RB.A81,MB.B22R8,24324.3625,INT,L,B,ODD,20,20,LBBLA.22R8,LBBLA_22R8,B21R8_2,DCBA.A22R8.R,MB.C21R8,MB.B22R8,3,24278.7425,24316.5325,B21R8,2,20,22R8,40.0,40,20,B22R8,1.75,2.480000000000015,97.93687798968394,79.11108700795295,3131,14.0,3.0,01B,02G,11720.0,,,131,2,1
RB.A81,MB.C22R8,24340.0225,INT,L,A,EVEN,57,134,LBALB.22R8,LBALB_22R8,B22R8_1,DCBA.B22R8.L,MB.B23R8,MB.C22R8,3,24369.9825,24332.1925,B22R8,1,135,22R8,41.0,41,134,C22R8,2.979999999999998,1.81,71.9167377486337,95.8748204483924,2094,14.0,2.0,01B,02B5,12132.0,,,94,1,2
RB.A81,MB.A23R8,24362.1525,INT,L,B,ODD,21,21,LBBLA.23R8,LBBLA_23R8,B23R8_0,DCBQ.22R8.R,MB.B22R8,MB.A23R8,3,24316.5325,24354.3225,B23R8,0,21,23R8,42.0,42,21,A23R8,2.979999999999998,1.81,71.9167377486337,95.8748204483924,3070,14.0,3.0,01B,02K,12787.0,,,70,0,0
RB.A81,MB.B23R8,24377.8125,INT,L,A,EVEN,56,133,LBALA.23R8,LBALA_23R8,B22R8_0,DCBA.23R8.L,MB.A24R8,MB.B23R8,3,24407.7725,24369.9825,B22R8,0,134,23R8,43.0,43,133,B23R8,2.01,1.75,90.1826216302873,97.93687798968394,3173,14.0,3.0,01B,02G,11277.0,,,173,0,1
RB.A81,MB.C23R8,24393.4725,INT,L,B,ODD,22,22,LBBLD.23R8,LBBLD_23R8,B23R8_1,DCBA.23R8.R,MB.A23R8,MB.C23R8,2,24354.3225,24385.6425,B23R8,1,22,23R8,44.0,44,22,C23R8,1.74,3.220000000000001,97.96870463516548,69.30246088141651,2074,14.0,2.0,01B,02K,10586.0,,,74,1,2
RB.A81,MB.A24R8,24415.6025,INT,L,A,EVEN,55,132,LBALA.24R8,LBALA_24R8,B24R8_2,DCBA.A24R8.L,MB.C24R8,MB.A24R8,2,24439.0925,24407.7725,B24R8,2,133,24R8,45.0,45,132,A24R8,2.430000000000001,1.75,79.91564766114065,97.93687798968394,2060,14.0,2.0,01B,02K,10706.0,,,60,2,0
RB.A81,MB.B24R8,24431.2625,INT,L,B,ODD,23,23,LBBLA.24R8,LBBLA_24R8,B23R8_2,DCBA.A24R8.R,MB.C23R8,MB.B24R8,3,24385.6425,24423.4325,B23R8,2,23,24R8,46.0,46,23,B24R8,1.67,1.92,100.31451566000446,92.00434744749462,1098,14.0,1.0,01B,02B5,12006.0,,,98,2,1
RB.A81,MB.C24R8,24446.9225,INT,L,A,EVEN,54,131,LBALB.24R8,LBALB_24R8,B24R8_1,DCBA.B24R8.L,MB.B25R8,MB.C24R8,3,24476.8825,24439.0925,B24R8,1,132,24R8,47.0,47,131,C24R8,3.25,3.310000141193014,68.09926754352253,67.19212096326802,2088,14.0,2.0,01B,02K,11515.0,,,88,1,2
RB.A81,MB.A25R8,24469.0525,INT,L,B,ODD,24,24,LBBLA.25R8,LBBLA_25R8,B25R8_0,DCBQ.24R8.R,MB.B24R8,MB.A25R8,3,24423.4325,24461.2225,B25R8,0,24,25R8,48.0,48,24,A25R8,3.08,3.15,70.92620638880226,69.97010621488656,3071,14.0,3.0,01B,02K,12325.0,,,71,0,0
RB.A81,MB.B25R8,24484.7125,INT,L,A,EVEN,53,130,LBALA.25R8,LBALA_25R8,B24R8_0,DCBA.25R8.L,MB.A26R8,MB.B25R8,3,24514.6725,24476.8825,B24R8,0,131,25R8,49.0,49,130,B25R8,1.82,3.15,94.98000661467276,69.97010621488656,3160,14.0,3.0,01B,02G,10910.0,,,160,0,1
RB.A81,MB.C25R8,24500.3725,INT,L,B,ODD,25,25,LBBLD.25R8,LBBLD_25R8,B25R8_1,DCBA.25R8.R,MB.A25R8,MB.C25R8,2,24461.2225,24492.5425,B25R8,1,25,25R8,50.0,50,25,C25R8,1.82,3.19,94.98000661467276,69.08204078566787,1152,14.0,1.0,01B,02B5,12370.0,,,152,1,2
