,Unnamed: 0,Circuit Name,Circuit Family,Period,Date (FGC),Time (FGC),FPA Reason,Timestamp_PIC,Delta_t(FGC-PIC),Delta_t(EE_even-PIC),Delta_t(EE_odd-PIC),Ramp rate,Plateau duration,I_Q_circ,MIITS_circ,I_Earth_max,EE analysis,V feeler analysis,U_EE_max_ODD,U_EE_max_EVEN,Position,I_Q_M,Nr in Q event,Delta_t(iQPS-PIC),nQPS crate name,Delta_t(nQPS-PIC),Type of Quench,Quench origin,Quench count,QDS trigger origin,dU_iQPS/dt,V_symm_max,dV_symm/dt,R_DL_max,I at R_DL_max,QH analysis,Short magnet ID,Manufacturer,Inner cable type,Outer cable type,I_Q_SM18,dI_Q_Acc,dI_Q_LHC,Comment,Analysis performed by,lhcsmapi version,lhcsm notebook version,Unnamed: 46,Unnamed: 47,timestamp_fgc
87,89,RB.A12,RB,HWC Dec 2018,2018-12-03 00:00:00,13:20:42,Magnet quench,,,,,,,,,,,,,,C18L2,11205.0,4,469.0,,,EM disturbance,INT,,iQPS,0.2,,,15,,,2325.0,2.0,01E,02C9,11581,-,,About 30 ms difference between two iQPS boards,Arjan/Matthias,,,,,1.54383964244e+18
88,90,RB.A12,RB,HWC Dec 2018,2018-12-03 00:00:00,13:20:42,Magnet quench,,,,,,,,,,,,,,B18L2,9400.0,5,17656.0,,,GHe propagation,INT,,iQPS,4,,,42,,,2235.0,2.0,01E,02C0,10557,-,,,Arjan/Matthias,,,,,1.54383964244e+18
89,91,RB.A12,RB,HWC Dec 2018,2018-12-03 00:00:00,13:20:42,Magnet quench,,,,,,,,,,,,,,A18L2,7660.0,6,37156.0,,,GHe propagation,EXT,,iQPS,1.6666666666666667,,,39,,,2396.0,2.0,01E,02C9,11723,-,,,Arjan/Matthias,,,,,1.54383964244e+18
90,92,RB.A12,RB,HWC Dec 2018,2018-12-03 00:00:00,13:20:42,Magnet quench,,,,,,,,,,,,,,C17L2,160.0,7,358593.0,,,GHe propagation,EXT,,nQPS,,0.5,0.0142857142857142,20,,,3345.0,3.0,01E,02D,9633,-,,,Arjan/Matthias,,,,,1.54383964244e+18
91,93,RB.A12,RB,HWC Dec 2018,2018-12-06 00:00:00,19:02:39,Magnet quench,,,,,,,,,,,,,,B10L2,11259.0,1,-7.0,,,Training,EXT,3.0,iQPS,5.555555555555556,,,35,,,1354.0,1.0,01E,02B8,11331,-72,,,Mateusz,,,,,1.5441193594e+18
92,94,RB.A12,RB,HWC Dec 2018,2018-12-06 00:00:00,19:02:39,Magnet quench,,,,,,,,,,,,,,A10L2,11259.0,2,230.0,,,EM disturbance,INT,,iQPS,6,,,25,,,2374.0,2.0,01E,02C9,11048,-,,,Mateusz,,,,,1.5441193594e+18
93,95,RB.A12,RB,HWC Dec 2018,2018-12-06 00:00:00,19:02:39,Magnet quench,,,,,,,,,,,,,,B9L2,279.0,3,336739.0,,,GHe propagation,,,nQPS,,0.5,0.0166666666666666,,,,1353.0,1.0,01E,02B8,11226,-,,,Mateusz,,,,,1.5441193594e+18
94,96,RB.A12,RB,HWC Dec 2018,2018-12-06 00:00:00,19:02:39,Magnet quench,,,,,,,,,,,,,,B8L2,279.0,4,336740.0,,,nQPS lost reference,,,nQPS,,,,,,,2311.0,2.0,01E,02C9,10821,-,,,Mateusz,,,,,1.5441193594e+18
95,97,RB.A12,RB,HWC Dec 2018,2018-12-06 00:00:00,19:02:39,Magnet quench,,,,,,,,,,,,,,A9L2,111.0,5,407739.0,,,GHe propagation,,,nQPS,,0.5,0.0166666666666666,,,,3390.0,3.0,01E,02G,12614,-,,,Mateusz,,,,,1.5441193594e+18
96,98,RB.A12,RB,HWC Dec 2018,2018-12-06 00:00:00,19:02:39,Magnet quench,,,,,,,,,,,,,,A8L2,111.0,6,407739.0,,,nQPS lost reference,,,nQPS,,,,,,,2401.0,2.0,01E,02C9,12195,-,,,Mateusz,,,,,1.5441193594e+18
97,99,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,A8R1,11311.0,1,-10.0,,,Training,EXT,4.0,iQPS,6.66,,,30,,,3288.0,3.0,01B,02B8,11488,-177,,,Daniel C.,,,,,1.5441531813e+18
98,100,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,B8R1,7505.0,2,324.0,,,GHe propagation,INT,,iQPS,2.2,,,24,,,2256.0,2.0,01E,02C0,10622,-,,,Daniel C.,,,,,1.5441531813e+18
99,101,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,A9R1,2741.0,3,40735.0,,,GHe propagation,EXT,,iQPS,1,,,4.7,,,2330.0,2.0,01E,02C9,12427,-,,,Daniel C.,,,,,1.5441531813e+18
100,102,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,B20L2,11311.0,1,58001.0,,,Training,EXT,5.0,iQPS,7.5,,,12.6,,,3325.0,3.0,01E,02D,11325,-14,,,Daniel C.,,,,,1.5441531813e+18
101,103,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,A20L2,6240.0,2,58436.0,,,GHe propagation,INT,,iQPS,2,,,50,,,1362.0,1.0,01E,02B8,12057,-,,,Daniel C.,,,,,1.5441531813e+18
102,104,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,C20L2,6223.0,3,133387.0,,,GHe propagation,,,nQPS,,0.78,0.078,10,,,2382.0,2.0,01E,02C9,11203,-,,,Daniel C.,,,,,1.5441531813e+18
103,105,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,04:26:21,Magnet quench,,,,,,,,,,,,,,A21L2,605.0,4,258194.0,,,GHe propagation,INT,,iQPS,0.16,,,17,,,2247.0,2.0,01E,02C0,11673,-,,,Daniel C.,,,,,1.5441531813e+18
104,106,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,15:46:09,Magnet quench,,,,,,,,,,,,,,A15L2,11330.0,1,-9.0,,,Training,INT,6.0,iQPS,6.666666666666667,,,25,,,3371.0,3.0,01E,02D,12850,-1520,,,Mateusz and Christian,,,,,1.54419396942e+18
105,107,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,15:46:09,Magnet quench,,,,,,,,,,,,,,C14L2,4763.0,2,83782.0,,,GHe propagation,EXT,,iQPS,0.2285714285714286,,,15,,,1364.0,1.0,01E,02B5,11960,-,,,Mateusz and Christian,,,,,1.54419396942e+18
106,108,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,15:46:09,Magnet quench,,,,,,,,,,,,,,B15L2,4620.0,3,86570.0,,,GHe propagation,EXT,,iQPS,1.1111111111111112,,,15,,,1281.0,1.0,01E,02B8,11369,-,,,Mateusz and Christian,,,,,1.54419396942e+18
107,109,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,15:46:09,Magnet quench,,,,,,,,,,,,,,B14L2,3585.0,4,109411.0,,,GHe propagation,EXT,,iQPS,0.125,0.1,0.1428571428571428,5,,,2408.0,2.0,01B,02D,10398,-,,Unusual spikes on the U_diode at the end of the current decay.,Mateusz and Christian,,,,,1.54419396942e+18
108,110,RB.A12,RB,HWC Dec 2018,2018-12-07 00:00:00,15:46:09,Magnet quench,,,,,,,,,,,,,,A14L2,1824.0,5,168940.0,,,GHe propagation,EXT,,iQPS,0.064,0.1,0.0333333333333333,5,,,2316.0,2.0,01E,02C9,11686,-,,,Mateusz and Christian,,,,,1.54419396942e+18
109,111,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,C32R1,11360.0,1,-10.0,,,Training,INT,7.0,iQPS,6.466666666666422,,,45,,,1372.0,1.0,01E,02B5,11313,47,,,Sandrine,,,,,1.5442352933e+18
110,112,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,B32R1,11354.0,3,14.0,,,EM disturbance,INT,,iQPS,5.555555555555551,,,16,,,2367.0,2.0,01E,02C9,11310,-,,,Sandrine,,,,,1.5442352933e+18
111,113,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,A33R1,6401.0,6,240.0,,,GHe propagation,INT,,iQPS,1.395348837209303,,,37,,,2365.0,2.0,01E,02C9,11402,-,,,Sandrine,,,,,1.5442352933e+18
112,114,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,A32R1,6275.0,7,30524.0,,,GHe propagation,INT,,iQPS,1.318181818181817,,,16,,,1355.0,1.0,01E,02B8,12311,-,,,Sandrine,,,,,1.5442352933e+18
113,115,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,B33R1,4703.0,8,53247.0,,,GHe propagation,INT,,iQPS,1.48148148148148,,,35,,,1339.0,1.0,01E,02B8,12386,-,,,Sandrine,,,,,1.5442352933e+18
114,116,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,C33R1,3024.4,9,56899.0,,,GHe propagation,INT,,iQPS,0.1444866920152091,0.1,0.1,10,,,2334.0,2.0,01E,02C9,10678,-,,,Sandrine,,,,,1.5442352933e+18
115,117,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,A21R1,11360.0,2,57427.0,,,Training,INT,8.0,iQPS,7.666666666666661,,,40,,,2385.0,2.0,01E,02C9,11415,-55,,,Sandrine,,,,,1.5442352933e+18
116,118,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,B21R1,8369.0,4,83835.0,,,GHe propagation,INT,,iQPS,2.499999999999998,,,55,,,2268.0,2.0,01E,02C9,11916,-,,,Sandrine,,,,,1.5442352933e+18
117,119,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,C21R1,6568.0,5,121056.0,,,GHe propagation,EXT,,iQPS,0.7446808510638301,,,46,,,2389.0,2.0,01E,02C9,10264,-,,,Sandrine,,,,,1.5442352933e+18
118,120,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,03:14:53,Magnet quench,,,,,,,,,,,,,,C20R1,1228.0,10,201348.0,,,GHe propagation,INT,,nQPS,0.058,0.5,0.1033057851239669,5,,,1332.0,1.0,01B,02B5,11578,-,,,Sandrine,,,,,1.5442352933e+18
119,121,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,16:17:44,Magnet quench,,,,,,,,,,,,,,C16R1,11356.0,1,-9.0,,,Training,INT,9.0,iQPS,10,,,29,,,1357.0,1.0,01E,02B8,8078,3278,,,Jens/Mateusz,,,,,1.544282264e+18
120,122,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,16:17:44,Magnet quench,,,,,,,,,,,,,,B16R1,11356.0,2,212.0,,,EM disturbance,INT,,iQPS,8.333333333333334,,,48,,,2432.0,2.0,01B,02B5,10884,-,,,Jens/Mateusz,,,,,1.544282264e+18
121,123,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,16:17:44,Magnet quench,,,,,,,,,,,,,,A16R1,11356.0,3,508.0,,,EM disturbance,INT,,iQPS,5,,,7,,,2274.0,2.0,01B,02D,11498,-,,,Jens/Mateusz,,,,,1.544282264e+18
122,124,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,16:17:44,Magnet quench,,,,,,,,,,,,,,A17R1,11356.0,4,558.0,,,EM disturbance,INT,,iQPS,2,,,14,,,2366.0,2.0,01E,02C9,12256,-,,,Jens/Mateusz,,,,,1.544282264e+18
123,125,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,16:17:44,Magnet quench,,,,,,,,,,,,,,B17R1,9836.0,5,14570.0,,,GHe propagation,EXT,,iQPS,5.555555555555556,,,10,,,2376.0,2.0,01E,02C9,11883,-,,,Jens/Mateusz,,,,,1.544282264e+18
124,126,RB.A12,RB,HWC Dec 2018,2018-12-08 00:00:00,16:17:44,Magnet quench,,,,,,,,,,,,,,C17R1,8001.0,6,34303.0,,,GHe propagation,INT,,iQPS,3.3333333333333335,,,30,,,1351.0,1.0,01E,02B8,11573,-,,,Jens/Mateusz,,,,,1.544282264e+18
125,127,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,06:20:54,Magnet quench,,,,,,,,,,,,,,B26R1,11383.0,1,-11.0,,,Training,EXT,10.0,iQPS,8.333333333333334,,,35,,,1366.0,1.0,01E,02B5,12145,-762,,,Arjan,,,,,1.54433285456e+18
126,128,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,06:20:54,Magnet quench,,,,,,,,,,,,,,A26R1,11383.0,2,204.0,,,EM disturbance,INT,,iQPS,5,,,85,,,2323.0,2.0,01E,02C9,12074,-,,No data from board B,Arjan,,,,,1.54433285456e+18
127,129,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,06:20:54,Magnet quench,,,,,,,,,,,,,,C26R1,8550.0,3,28673.0,,,GHe propagation,EXT,,iQPS,1.25,,,36,,,1376.0,1.0,01E,02B5,11754,-,,,Arjan,,,,,1.54433285456e+18
128,130,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,06:20:54,Magnet quench,,,,,,,,,,,,,,A27R1,3850.0,4,102590.0,,,GHe propagation,INT,,iQPS,0.1111111111111111,,,30,,,3380.0,3.0,01E,02D,11477,-,,Lead resistance not very clear,Arjan,,,,,1.54433285456e+18
129,131,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,06:20:54,Magnet quench,,,,,,,,,,,,,,C25R1,827.0,5,237388.0,,,GHe propagation,INT,,nQPS,0.5,0.5,0.0847457627118644,40,,,2380.0,2.0,01E,02C9,11320,-,,Lead resistance not very clear,Arjan,,,,,1.54433285456e+18
130,132,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,B22R1,11400.0,1,-10.0,,,Training,INT,11.0,iQPS,5.882352941176471,,,29,,,1370.0,1.0,01E,02B5,10828,572,,,Zinur,,,,,1.54437078918e+18
131,133,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,C22R1,11400.0,2,266.0,,,Training adjacent,INT,,iQPS,1.6666666666666667,,,35,,,1359.0,1.0,01E,02B8,12540,-1140,,,Zinur,,,,,1.54437078918e+18
132,134,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,A22R1,9225.0,3,21479.0,,,GHe propagation,EXT,,iQPS,5.882352941176471,,,38,,,2171.0,2.0,01B,02C0,10169,-,,,Zinur,,,,,1.54437078918e+18
133,135,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,A23R1,6430.0,4,55616.0,,,GHe propagation,EXT,,iQPS,0.3333333333333333,,,27,,,2360.0,2.0,01E,02C9,11331,-,,,Zinur,,,,,1.54437078918e+18
134,136,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,B23R1,4090.0,5,96657.0,,,GHe propagation,INT,,iQPS,0.14285714285714285,,,9,,,2414.0,2.0,01B,02C9,11176,-,,,Zinur,,,,,1.54437078918e+18
135,137,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,C23R1,2040.0,6,157633.0,,,GHe propagation,INT,,nQPS,0.08333333333333333,,,10,,,2398.0,2.0,01E,02C9,10364,-,,Unusual spikes on the U_diode at the end of the current decay.,Zinur,,,,,1.54437078918e+18
136,138,RB.A12,RB,HWC Dec 2018,2018-12-09 00:00:00,16:53:09,Magnet quench,,,,,,,,,,,,,,C21R1,1150.0,7,209349.0,,,GHe propagation,INT,,nQPS,,,,19,,,2389.0,2.0,01E,02C9,10264,-,,,Zinur,,,,,1.54437078918e+18
137,139,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,06:31:22,Magnet quench,,,,,,,,,,,,,,A20R1,11412.0,1,-8.0,,,Training,EXT,12.0,iQPS,7.6923076923076925,,,42,,,3321.0,3.0,01E,02D,12125,-713,,3 V feelers not working,Arjan,,,,,1.54441988244e+18
138,140,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,06:31:22,Magnet quench,,,,,,,,,,,,,,B20R1,11412.0,2,408.0,,,Training adjacent,EXT,,iQPS,8.333333333333334,,,23,,,1349.0,1.0,01E,02B8,11323,89,,3 V feelers not working,Arjan,,,,,1.54441988244e+18
139,141,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,06:31:22,Magnet quench,,,,,,,,,,,,,,C20R1,9590.0,3,17749.0,,,GHe propagation,EXT,,iQPS,8.333333333333334,,,15,,,1332.0,1.0,01B,02B5,11578,-,,"3 V feelers not working, heaters have time error of about 1 sec",Arjan,,,,,1.54441988244e+18
140,142,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,06:31:22,Magnet quench,,,,,,,,,,,,,,A21R1,5670.0,4,67454.0,,,GHe propagation,EXT,,iQPS,0.5,,,42,,,2385.0,2.0,01E,02C9,11415,-,,3 V feelers not working,Arjan,,,,,1.54441988244e+18
141,143,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,06:31:22,Magnet quench,,,,,,,,,,,,,,B21R1,3730.0,5,105139.0,,,GHe propagation,INT,,iQPS,0.14705882352941177,,,39,,,2268.0,2.0,01E,02C9,11916,-,,3 V feelers not working,Arjan,,,,,1.54441988244e+18
142,144,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,06:31:22,Magnet quench,,,,,,,,,,,,,,C21R1,1970.0,6,161323.0,,,GHe propagation,EXT,,iQPS,0.058333333333333334,,,24,,,2389.0,2.0,01E,02C9,10264,-,,3 V feelers not working,Arjan,,,,,1.54441988244e+18
143,145,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,22:28:02,Magnet quench,,,,,,,,,,,,,,B9L2,11420.0,1,-7.0,,,Training,INT,13.0,iQPS,6.666666666666667,,,23.5,,,1353.0,1.0,01E,02B8,11226,194,,,Zinur,,,,,1.54447728222e+18
144,146,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,22:28:02,Magnet quench,,,,,,,,,,,,,,A9L2,11420.0,2,223.0,,,EM disturbance,INT,,iQPS,5,,,25.5,,,3390.0,3.0,01E,02G,12614,-,,,Zinur,,,,,1.54447728222e+18
145,147,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,22:28:02,Magnet quench,,,,,,,,,,,,,,B8L2,3712.0,3,106738.0,,,GHe propagation,EXT,,iQPS,0.14285714285714285,,,6,,,2311.0,2.0,01E,02C9,10821,-,,,Zinur,,,,,1.54447728222e+18
146,148,RB.A12,RB,HWC Dec 2018,2018-12-10 00:00:00,22:28:02,Magnet quench,,,,,,,,,,,,,,A8L2,2295.0,4,149717.0,,,GHe propagation,EXT,,iQPS,0.1,,,15,,,2401.0,2.0,01E,02C9,12195,-,,,Zinur,,,,,1.54447728222e+18
147,149,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,09:40:31,Magnet quench,,,,,,,,,,,,,,A30L2,11426.0,1,-9.0,,,Training,INT,14.0,iQPS,8.749999999999993,,,18,,,2397.0,2.0,01E,02C9,10950,476,,3 V feelers not working,Sandrine,,,,,1.5445176318e+18
148,150,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,09:40:31,Magnet quench,,,,,,,,,,,,,,B30L2,7735.0,2,39020.0,,,GHe propagation,INT,,iQPS,3.9999999999999964,,,33,,,2409.0,2.0,01B,02D,10290,-,,3 V feelers not working,Sandrine,,,,,1.5445176318e+18
149,151,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,09:40:31,Magnet quench,,,,,,,,,,,,,,C29L2,5673.0,3,68125.0,,,GHe propagation,INT,,iQPS,0.31770334928229654,,,10,,,1254.0,1.0,01B,02B8,10726,-,,3 V feelers not working,Sandrine,,,,,1.5445176318e+18
150,152,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,09:40:31,Magnet quench,,,,,,,,,,,,,,C30L2,4103.0,4,98302.0,,,GHe propagation,INT,,iQPS,0.45999999999999996,,,9,,,2384.0,2.0,01E,02C9,11828,-,,3 V feelers not working,Sandrine,,,,,1.5445176318e+18
151,153,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,09:40:31,Magnet quench,,,,,,,,,,,,,,B29L2,3754.0,5,105518.0,,,GHe propagation,INT,,iQPS,0.25641025641025644,,,8,,,2302.0,2.0,01B,02D,10987,-,,3 V feelers not working,Sandrine,,,,,1.5445176318e+18
152,154,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,21:08:14,Magnet quench,,,,,,,,,,,,,,A10R1,11413.0,1,-9.0,,,Training,INT,15.0,iQPS,8.333333333333334,,,17,,,1296.0,1.0,01E,02B8,11782,-369,,3 V feelers not working,Gerard,,,,,1.544558894e+18
153,155,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,21:08:14,Magnet quench,,,,,,,,,,,,,,B10R1,11413.0,2,178.0,,,EM disturbance,,,iQPS,,,,25,,,2388.0,2.0,01E,02C9,12136,-,,3 V feelers not working,Gerard,,,,,1.544558894e+18
154,156,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,21:08:14,Magnet quench,,,,,,,,,,,,,,B11R1,11413.0,3,409.0,,,EM disturbance,,,iQPS,,,,28,,,2386.0,2.0,01E,02C9,12121,-,,3 V feelers not working,Gerard / Zinur(iQPS),,,,,1.544558894e+18
155,157,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,21:08:14,Magnet quench,,,,,,,,,,,,,,A11R1,8140.0,4,33488.0,,,GHe propagation,EXT,,iQPS,2.2222222222222223,,,14,,,1292.0,1.0,01E,02B8,12078,-,,3 V feelers not working,Gerard / Zinur(iQPS),,,,,1.544558894e+18
156,158,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,21:08:14,Magnet quench,,,,,,,,,,,,,,B8R1,2408.0,5,143474.0,,,GHe propagation,EXT,,iQPS,0.13333333333333333,,,22,,,2256.0,2.0,01E,02C0,10622,-,,3 V feelers not working,Gerard,,,,,1.544558894e+18
157,159,RB.A12,RB,HWC Dec 2018,2018-12-11 00:00:00,21:08:14,Magnet quench,,,,,,,,,,,,,,B9R1,2408.0,6,143646.0,,,nQPS lost reference,,,IQPS,,0.04,,15,,,2319.0,2.0,01E,02C9,11155,-,,3 V feelers not working,Gerard,,,,,1.544558894e+18
158,160,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,A31R1,11436.0,1,,,,Training,INT,16.0,iQPS,7.6923076923076925,,,32,,,1342.0,1.0,01E,02B8,12301,-865,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
159,161,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,C31R1,11409.0,2,,,,EM disturbance,,,nQPS,,0.5,5.0,25,,,1331.0,1.0,01B,02B5,11979,-,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
160,162,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,B9R1,11407.0,3,,,,Training,INT,17.0,iQPS,6.666666666666667,,,40,,,2319.0,2.0,01E,02C9,11155,252,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
161,163,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,B31R1,8250.0,4,,,,GHe propagation,INT,,iQPS,4.166666666666667,,,28,,,2314.0,2.0,01E,02C9,12000,-,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
162,164,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,A9R1,7096.0,5,,,,GHe propagation,INT,,iQPS,3.8461538461538463,,,21,,,2330.0,2.0,01E,02C9,12427,-,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
163,165,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,C30R1,6869.0,6,,,,GHe propagation,EXT,,iQPS,1.8181818181818181,,,19,,,2868.0,2.0,01B,02B5,12850,-,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
164,166,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,B30R1,3527.0,7,,,,GHe propagation,INT,,iQPS,0.5,,,12,,,2426.0,2.0,01B,02B5,10884,-,,5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
165,167,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,A10R1,150.0,8,,,,GHe propagation,,,nQPS,,0.5,0.0142857142857142,1.5,,,1296.0,1.0,01E,02B8,11782,-,,current too low for R_leads / 5 V feelers not working,Daniel W.,,,,,1.54463169484e+18
166,168,RB.A12,RB,HWC Dec 2018,2018-12-12 00:00:00,17:21:34,Magnet quench,,,,,,,,,,,,,,A8R1,150.0,9,,,,nQPS lost reference,,,nQPS,,,,1.5,,,3288.0,3.0,01B,02B8,11488,-,,current too low for R_leads / 5 V feelers not working,,,,,,1.54463169484e+18
167,170,RB.A23,RB,HWC 2008,2008-07-08 00:00:00,08:30:10,Heater-provoked,,,,,,,,,,,,,,B26R2,760.0,1,,,,Heater-provoked,,,iQPS,0.17,,,,,,3126.0,3.0,01B,02G,11843,-,,Some PM files corrupted,,,,,,
168,171,RB.A23,RB,HWC 2008,2008-07-08 00:00:00,14:39:16,Heater-provoked,,,,,,,,,,,,,,B26R2,760.0,1,,,,Heater-provoked,,,iQPS,0.17,,,,,,3126.0,3.0,01B,02G,11843,-,,,,,,,,
169,172,RB.A23,RB,HWC 2008,2008-07-09 00:00:00,17:14:45,Heater-provoked,,,,,,,,,,,,,,A10L3,2000.0,1,,,,Heater-provoked,,,iQPS,,,,,,,3095.0,3.0,01B,02G,11360,-,,,,,,,,
170,173,RB.A23,RB,HWC 2008,2008-07-11 00:00:00,14:42:00,Heater-provoked,,,,,,,,,,,,,,A21L3,2000.0,1,,,,Heater-provoked,,,iQPS,,,,,,,3708.0,3.0,01B,02D,12396,-,,,,,,,,
171,174,RB.A23,RB,HWC 2008,2008-07-15 00:00:00,21:20:30,Heater-provoked,,,,,,,,,,,,,,A19L3,7000.0,1,,,,Heater-provoked,,,iQPS,0.16,,,,,,1403.0,1.0,01B,02C8,11725,-,,,,,,,,
172,175,RB.A23,RB,HWC 2008,2008-07-15 00:00:00,21:20:30,QPS trip,,,,,,,,,,,,,,B19L3,7000.0,2,,,,EM disturbance,,,iQPS,1.96,,,,,,1380.0,1.0,01E,02B5,12382,-,,,,,,,,
173,176,RB.A23,RB,HWC 2008,2008-07-15 00:00:00,21:20:30,QPS trip,,,,,,,,,,,,,,C19L3,7000.0,3,,,,EM disturbance,,,iQPS,1.15,,,,,,2351.0,2.0,01B,02D,11149,-,,,,,,,,
