,Date (FGC),Time (FGC),Timestamp (FGC),Circuit Name,d,circuit_type,timestamp_fgc,circuit_name,author,is_automatic,timestamp_pic,i_meas_df,i_a_df,i_earth_df,i_earth_pcnt_df,i_ref_df,timestamp_fgc_ref,i_meas_ref_df,i_earth_ref_df,i_earth_pcnt_ref_df,source_timestamp_ee_odd_df,timestamp_ee_odd,source_ee_odd,u_dump_res_odd_df,source_timestamp_ee_even_df,timestamp_ee_even,source_ee_even,u_dump_res_even_df,t_res_odd_0_df,t_res_odd_1_df,t_res_even_0_df,t_res_even_1_df,source_timestamp_ee_odd_ref_df,source_timestamp_ee_even_ref_df,t_res_odd_0_ref_df,t_res_odd_1_ref_df,t_res_even_0_ref_df,t_res_even_1_ref_df,u_diode_rb_dfs,source_timestamp_qds_df,source_timestamp_nqps_df,u_qds_dfs,u_nqps_dfs,u_qds_dfs2,source_timestamp_qh_df,i_hds_dfs,u_hds_dfs,i_hds_ref_dfs,u_hds_ref_dfs,i_a_u_diode_u_ref_pm_dfs,i_meas_u_diode_nxcals_dfs,u_earth_rb_dfs,source_timestamp_leads_odd_df,u_hts_odd_dfs,u_res_odd_dfs,source_timestamp_leads_even_df,u_hts_even_dfs,u_res_even_dfs,t_res_body_long_dfs,st_res_overtemp_long_dfs
423,2021-05-21,19:25:11.640000,1621617911640000000,RB.A23,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(6, 2)","DataFrame:(54, 2)",list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,"DataFrame:(6, 2)",list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'tuple'> with len 6,list <class 'tuple'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
424,2021-04-19,07:34:52.800000,1618810492800000000,RB.A34,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1197, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(5, 2)","DataFrame:(55, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,"DataFrame:(5, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'tuple'> with len 5,list <class 'tuple'> with len 5,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
425,2021-03-26,17:44:29.680000,1616777069680000000,RB.A78,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(6, 2)","DataFrame:(54, 2)",list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,"DataFrame:(6, 2)",list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'tuple'> with len 6,list <class 'tuple'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
426,2014-12-09,14:17:45,1418131065000000000,RB.A67,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(5, 2)","DataFrame:(0, 0)",list <class 'list'> with len 5,"DataFrame:(0, 0)",list <class 'list'> with len 5,"DataFrame:(5, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'tuple'> with len 5,list <class 'tuple'> with len 5,None,"DataFrame:(0, 0)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
427,2021-06-12,08:42:22.160000,1623480142160000000,RB.A56,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'float'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(5, 2)","DataFrame:(54, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,"DataFrame:(5, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'tuple'> with len 5,list <class 'tuple'> with len 5,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
428,2021-07-28,17:34:46.440000,1627486486440000000,RB.A81,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(3, 2)","DataFrame:(54, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,"DataFrame:(3, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'tuple'> with len 3,list <class 'tuple'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
429,2021-06-07,19:38:22.760,1623087502760000000,RB.A56,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'float'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
430,2021-06-03,17:52:16.060000,1622735536060000000,RB.A12,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'float'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(5, 2)","DataFrame:(53, 2)",list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'list'> with len 5,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 5,list <class 'list'> with len 5,list <class 'tuple'> with len 5,list <class 'tuple'> with len 5,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
431,2021-07-30,07:17:44,1627622264000000000,RB.A81,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(3, 2)","DataFrame:(54, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,"DataFrame:(3, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'tuple'> with len 3,list <class 'tuple'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
432,2016-12-06,20:07:56,1481051276000000000,RB.A45,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(3, 2)","DataFrame:(54, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,"DataFrame:(3, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'tuple'> with len 3,list <class 'tuple'> with len 3,None,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
433,2021-04-12,19:08:04,1618247284000000000,RB.A78,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(54, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(0, 0)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
434,2015-02-19,21:33:45,1424378025000000000,RB.A23,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(4, 2)","DataFrame:(0, 0)",list <class 'list'> with len 4,"DataFrame:(0, 0)",list <class 'list'> with len 4,"DataFrame:(4, 2)",list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'list'> with len 4,list <class 'tuple'> with len 4,list <class 'tuple'> with len 4,None,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
435,2016-12-11,04:34:20,1481427260000000000,RB.A45,"DataFrame:(7,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)","DataFrame:(0, 0)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(6, 2)","DataFrame:(54, 2)",list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,"DataFrame:(6, 2)",list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'list'> with len 6,list <class 'tuple'> with len 6,list <class 'tuple'> with len 6,None,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
436,2021-11-02,07:21:34.160000,1635834094160000000,RB.A78,"DataFrame:(6,)",scalar,scalar,scalar,scalar,scalar,list <class 'numpy.int64'> with len 2,"DataFrame:(21000, 1)","DataFrame:(8192, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(21000, 1)",scalar,"DataFrame:(21000, 1)","DataFrame:(1024, 1)","DataFrame:(21000, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)","DataFrame:(2, 2)",scalar,scalar,"DataFrame:(1198, 1)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,"DataFrame:(2, 2)","DataFrame:(2, 2)",list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 154,"DataFrame:(3, 2)","DataFrame:(54, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,"DataFrame:(3, 2)",list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'list'> with len 3,list <class 'tuple'> with len 3,list <class 'tuple'> with len 3,list <class 'pandas.core.frame.DataFrame'> with len 54,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,"DataFrame:(1, 2)",list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 2,list <class 'pandas.core.frame.DataFrame'> with len 6,list <class 'pandas.core.frame.DataFrame'> with len 2
