"",3Hz,6Hz,13Hz,21Hz,66Hz,150Hz,LF_Noise,HF_Noise
186.9658119658135,0,0,0,0,1,0,0,1
189.63675213675367,0,0,0,0,1,0,0,1
192.30769230769386,0,0,0,0,1,0,0,1
194.97863247863407,0,0,0,0,1,0,0,1
197.64957264957425,0,0,0,0,1,0,0,1
200.32051282051444,0,0,0,0,1,0,0,1
202.99145299145465,0,0,0,0,1,0,0,1
205.66239316239484,0,0,0,0,1,0,0,1
208.33333333333502,0,0,0,0,0,0,0,1
211.00427350427523,0,0,0,0,0,0,0,1
213.67521367521542,0,0,0,0,0,0,0,1
216.3461538461556,0,0,0,0,0,0,0,1
219.01709401709581,0,0,0,0,0,0,0,1
221.688034188036,0,0,0,0,0,0,0,1
224.35897435897618,0,0,0,0,0,0,0,1
227.0299145299164,0,0,0,0,0,0,0,1
229.70085470085658,0,0,0,0,0,0,0,1
232.37179487179677,0,0,0,0,0,0,0,1
235.04273504273698,0,0,0,0,0,0,0,1
237.71367521367716,0,0,0,0,0,0,0,1
240.38461538461735,0,0,0,0,0,0,0,1
243.05555555555756,0,0,0,0,0,0,0,1
245.72649572649772,0,0,0,0,0,0,0,1
248.3974358974379,0,0,0,0,0,0,0,1
251.0683760683781,0,0,0,0,0,0,0,1
253.7393162393183,0,0,0,0,0,0,0,1
256.41025641025846,0,0,0,0,0,0,0,1
259.0811965811987,0,0,0,0,0,0,0,1
261.7521367521389,0,0,0,0,0,0,0,1
264.42307692307907,0,0,0,0,0,0,0,1
267.09401709401925,0,0,0,0,0,0,0,1
269.76495726495943,0,0,0,0,0,0,0,1
272.4358974358996,0,0,0,0,0,0,0,1
275.10683760683986,0,0,0,0,0,0,0,1
277.77777777778005,0,0,0,0,0,0,0,1
280.44871794872023,0,0,0,0,0,0,0,1
283.1196581196604,0,0,0,0,0,0,0,1
285.7905982906006,0,0,0,0,0,0,0,1
288.4615384615408,0,0,0,0,0,0,0,1
291.132478632481,0,0,0,0,0,0,0,1
293.8034188034212,0,0,0,0,0,0,0,1
296.4743589743614,0,0,0,0,0,0,0,1
299.1452991453016,0,0,0,0,1,0,0,1
301.81623931624176,0,0,0,0,1,0,0,1
304.48717948718195,0,0,0,0,1,0,0,1
307.15811965812213,0,0,0,0,1,0,0,1
309.8290598290624,0,0,0,0,1,0,0,1
312.50000000000256,0,0,0,0,1,0,0,1
315.17094017094274,0,0,0,0,1,0,0,1
317.8418803418829,0,0,0,0,1,0,0,1
320.5128205128231,0,0,0,0,1,0,0,1
323.1837606837633,0,0,0,0,1,0,0,1
325.85470085470354,0,0,0,0,0,0,0,1
328.5256410256437,0,0,0,0,0,0,0,1
331.19658119658385,0,0,0,0,0,0,0,1
333.8675213675241,0,0,0,0,0,0,0,1
336.5384615384643,0,0,0,0,0,0,0,1
339.20940170940446,0,0,0,0,0,0,0,1
341.88034188034464,0,0,0,0,0,0,0,1
344.5512820512849,0,0,0,0,0,0,0,1
347.222222222225,0,0,0,0,0,0,0,1
349.89316239316526,0,0,0,0,0,0,0,1
352.56410256410544,0,0,0,0,0,0,0,1
355.2350427350456,0,0,0,0,0,0,0,1
357.9059829059858,0,0,0,0,0,0,0,1
360.57692307692605,0,0,0,0,0,0,0,1
363.2478632478662,0,0,0,0,0,0,0,1
365.9188034188064,0,0,0,0,0,0,0,1
368.5897435897466,0,0,0,0,0,0,0,1
371.2606837606868,0,0,0,0,0,0,0,1
373.931623931627,0,0,0,0,0,0,0,1
376.6025641025672,0,0,0,0,0,0,0,1
379.27350427350734,0,0,0,0,0,0,0,1
381.9444444444476,0,0,0,0,0,0,0,1
384.6153846153877,0,0,0,0,0,0,0,1
387.28632478632795,0,0,0,0,0,0,0,1
389.95726495726814,0,0,0,0,0,0,0,1
392.62820512820826,0,0,0,0,0,0,0,1
395.2991452991485,0,0,0,0,0,0,0,1
397.9700854700887,0,0,0,0,0,0,0,1
400.6410256410289,0,0,0,0,0,0,0,1
403.31196581196906,0,0,0,0,0,0,0,1
405.9829059829093,0,0,0,0,0,0,0,1
408.65384615384943,0,0,0,0,0,0,0,1
411.32478632478967,0,0,0,0,0,0,0,1
413.99572649572985,0,0,0,0,0,0,0,1
416.66666666667004,0,0,0,1,0,0,0,1
419.3376068376102,0,0,0,1,0,0,0,1
422.00854700855047,0,0,0,1,0,0,0,1
424.6794871794906,0,0,0,1,0,0,0,1
427.35042735043083,0,0,0,1,0,0,0,1
430.021367521371,0,0,0,1,0,0,0,1
432.6923076923112,0,0,0,1,0,0,0,1
435.3632478632514,0,0,0,1,0,0,0,1
438.03418803419163,0,0,0,0,0,0,0,1
440.70512820513176,0,0,0,0,0,0,0,1
443.376068376072,0,0,0,0,0,0,0,1
446.0470085470122,0,0,0,0,0,0,0,1
448.71794871795237,0,0,0,0,0,0,0,1
451.38888888889255,0,0,0,0,0,0,0,1
454.0598290598328,0,0,0,0,0,0,0,1
456.7307692307729,0,0,0,0,0,0,0,1
459.40170940171316,0,0,0,0,0,0,0,1
462.0726495726533,0,0,0,0,0,0,0,1
464.74358974359353,0,0,0,0,0,0,0,1
467.4145299145337,0,0,0,0,0,0,0,1
470.08547008547396,0,0,0,0,0,0,0,1
472.7564102564141,0,0,0,0,0,0,0,1
475.4273504273543,0,0,0,0,0,0,0,1
478.09829059829445,0,0,0,0,0,0,0,1
480.7692307692347,0,0,0,0,0,0,0,1
483.4401709401749,0,0,0,0,0,0,0,1
486.1111111111151,0,0,0,0,0,0,0,1
488.78205128205525,0,0,0,0,0,0,0,1
491.45299145299543,0,0,0,0,0,0,0,1
494.1239316239356,0,0,0,0,0,0,0,1
496.7948717948758,0,0,0,0,0,0,0,1
499.46581196581604,0,0,0,0,0,0,0,1
502.1367521367562,0,0,0,0,0,0,0,1
504.8076923076964,0,0,0,0,0,0,0,1
507.4786324786366,0,0,0,0,0,0,0,1
510.1495726495768,0,0,0,0,0,0,0,1
512.8205128205169,0,0,0,0,0,0,0,1
515.4914529914572,0,0,0,0,0,0,0,1
518.1623931623974,0,0,0,0,0,0,0,1
520.8333333333376,0,0,0,0,0,0,0,1
523.5042735042778,0,0,0,0,0,0,0,1
526.175213675218,0,0,0,0,0,0,0,1
528.8461538461581,0,0,0,0,0,0,0,1
531.5170940170983,0,0,0,0,0,0,0,1
