,QPS Crate&Board,Bus Bar Segment Name,1st Magnet,2nd Magnet,Num of splices,Dcum1,Dcum2,QPS Crate,QPS Board,Circuit,#Segment
418,B27R3_2,DCBA.A28R3.R,MB.C27R3,MB.B28R3,3,7938.0715,7975.8615,B27R3,2,RB.A34,107
419,B29R3_0,DCBQ.28R3.R,MB.B28R3,MB.A29R3,3,7975.8615,8013.6515,B29R3,0,RB.A34,108
420,B29R3_1,DCBA.29R3.R,MB.A29R3,MB.C29R3,2,8013.6515,8044.9715,B29R3,1,RB.A34,109
421,B29R3_2,DCBA.A30R3.R,MB.C29R3,MB.B30R3,3,8044.9715,8082.7615,B29R3,2,RB.A34,110
422,B31R3_0,DCBQ.30R3.R,MB.B30R3,MB.A31R3,3,8082.7615,8120.5515,B31R3,0,RB.A34,111
423,B31R3_1,DCBA.31R3.R,MB.A31R3,MB.C31R3,2,8120.5515,8151.8715,B31R3,1,RB.A34,112
424,B31R3_2,DCBA.A32R3.R,MB.C31R3,MB.B32R3,3,8151.8715,8189.6615,B31R3,2,RB.A34,113
425,B33R3_0,DCBQ.32R3.R,MB.B32R3,MB.A33R3,3,8189.6615,8227.4515,B33R3,0,RB.A34,114
426,B33R3_1,DCBA.33R3.R,MB.A33R3,MB.C33R3,2,8227.4515,8258.7715,B33R3,1,RB.A34,115
427,B33R3_2,DCBA.A34R3.R,MB.C33R3,MB.B34R3,3,8258.7715,8296.5615,B33R3,2,RB.A34,116
428,B34L4_0,DCBQ.34R3.R,MB.B34R3,MB.C34L4,3,8296.5615,8334.3515,B34L4,0,RB.A34,117
429,B34L4_1,DCBA.34L4.R,MB.C34L4,MB.A34L4,2,8334.3515,8365.6715,B34L4,1,RB.A34,118
430,B32L4_0,DCBA.B33L4.R,MB.A34L4,MB.B33L4,3,8365.6715,8403.4615,B32L4,0,RB.A34,119
431,B32L4_1,DCBQ.32L4.R,MB.B33L4,MB.C32L4,3,8403.4615,8441.2515,B32L4,1,RB.A34,120
432,B32L4_2,DCBA.32L4.R,MB.C32L4,MB.A32L4,2,8441.2515,8472.5715,B32L4,2,RB.A34,121
433,B30L4_0,DCBA.B31L4.R,MB.A32L4,MB.B31L4,3,8472.5715,8510.3615,B30L4,0,RB.A34,122
434,B30L4_1,DCBQ.30L4.R,MB.B31L4,MB.C30L4,3,8510.3615,8548.1515,B30L4,1,RB.A34,123
435,B30L4_2,DCBA.30L4.R,MB.C30L4,MB.A30L4,2,8548.1515,8579.4715,B30L4,2,RB.A34,124
436,B28L4_0,DCBA.B29L4.R,MB.A30L4,MB.B29L4,3,8579.4715,8617.2615,B28L4,0,RB.A34,125
437,B28L4_1,DCBQ.28L4.R,MB.B29L4,MB.C28L4,3,8617.2615,8655.0515,B28L4,1,RB.A34,126
438,B28L4_2,DCBA.28L4.R,MB.C28L4,MB.A28L4,2,8655.0515,8686.3715,B28L4,2,RB.A34,127
439,B26L4_0,DCBA.B27L4.R,MB.A28L4,MB.B27L4,3,8686.3715,8724.1615,B26L4,0,RB.A34,128
440,B26L4_1,DCBQ.26L4.R,MB.B27L4,MB.C26L4,3,8724.1615,8761.9515,B26L4,1,RB.A34,129
441,B26L4_2,DCBA.26L4.R,MB.C26L4,MB.A26L4,2,8761.9515,8793.2715,B26L4,2,RB.A34,130
442,B24L4_0,DCBA.B25L4.R,MB.A26L4,MB.B25L4,3,8793.2715,8831.0615,B24L4,0,RB.A34,131
443,B24L4_1,DCBQ.24L4.R,MB.B25L4,MB.C24L4,3,8831.0615,8868.8515,B24L4,1,RB.A34,132
444,B24L4_2,DCBA.24L4.R,MB.C24L4,MB.A24L4,2,8868.8515,8900.1715,B24L4,2,RB.A34,133
445,B22L4_0,DCBA.B23L4.R,MB.A24L4,MB.B23L4,3,8900.1715,8937.9615,B22L4,0,RB.A34,134
446,B22L4_1,DCBQ.22L4.R,MB.B23L4,MB.C22L4,3,8937.9615,8975.7515,B22L4,1,RB.A34,135
447,B22L4_2,DCBA.22L4.R,MB.C22L4,MB.A22L4,2,8975.7515,9007.0715,B22L4,2,RB.A34,136
448,B20L4_0,DCBA.B21L4.R,MB.A22L4,MB.B21L4,3,9007.0715,9044.8615,B20L4,0,RB.A34,137
449,B20L4_1,DCBQ.20L4.R,MB.B21L4,MB.C20L4,3,9044.8615,9082.6515,B20L4,1,RB.A34,138
450,B20L4_2,DCBA.20L4.R,MB.C20L4,MB.A20L4,2,9082.6515,9113.9715,B20L4,2,RB.A34,139
451,B18L4_0,DCBA.B19L4.R,MB.A20L4,MB.B19L4,3,9113.9715,9151.7615,B18L4,0,RB.A34,140
452,B18L4_1,DCBQ.18L4.R,MB.B19L4,MB.C18L4,3,9151.7615,9189.5515,B18L4,1,RB.A34,141
453,B18L4_2,DCBA.18L4.R,MB.C18L4,MB.A18L4,2,9189.5515,9220.8715,B18L4,2,RB.A34,142
454,B16L4_0,DCBA.B17L4.R,MB.A18L4,MB.B17L4,3,9220.8715,9258.6615,B16L4,0,RB.A34,143
455,B16L4_1,DCBQ.16L4.R,MB.B17L4,MB.C16L4,3,9258.6615,9296.4515,B16L4,1,RB.A34,144
456,B16L4_2,DCBA.16L4.R,MB.C16L4,MB.A16L4,2,9296.4515,9327.7715,B16L4,2,RB.A34,145
457,B14L4_0,DCBA.B15L4.R,MB.A16L4,MB.B15L4,3,9327.7715,9365.5615,B14L4,0,RB.A34,146
458,B14L4_1,DCBQ.14L4.R,MB.B15L4,MB.C14L4,3,9365.5615,9403.3515,B14L4,1,RB.A34,147
459,B14L4_2,DCBA.14L4.R,MB.C14L4,MB.A14L4,2,9403.3515,9434.6715,B14L4,2,RB.A34,148
460,B12L4_0,DCBA.B13L4.R,MB.A14L4,MB.B13L4,3,9434.6715,9472.4615,B12L4,0,RB.A34,149
461,B12L4_1,DCBQ.12L4.R,MB.B13L4,MB.C12L4,3,9472.4615,9510.2515,B12L4,1,RB.A34,150
462,B12L4_2,DCBA.12L4.R,MB.C12L4,MB.A12L4,2,9510.2515,9541.5715,B12L4,2,RB.A34,151
463,B10L4_0,DCBA.11L4.R,MB.A12L4,MB.A11L4,4,9541.5715,9593.4112,B10L4,0,RB.A34,152
464,B10L4_1,DCBQ.10L4.R,MB.A11L4,MB.A10L4,3,9593.4112,9632.4762,B10L4,1,RB.A34,153
465,B10L4_2,DCBA.9L4.R,MB.A10L4,MB.A9L4,3,9632.4762,9672.9412,B10L4,2,RB.A34,154
466,B8L4_0,DCBA.8L4.R,MB.A9L4,MB.A8L4,3,9672.9412,9712.0062,B8L4,0,RB.A34,155
467,B8L4_1,DCBD.7L4.R,MB.A8L4,DFLAS.7L4.5,4,9712.0062,9742.6812,B8L4,1,RB.A34,156
468,B9R4_0,DCBA.8R4.R,DFLAS.7R4.5,MB.B8R4,5,10250.9812,10282.1562,B9R4,0,RB.A45,1
469,B9R4_1,DCBA.9R4.R,MB.B8R4,MB.B9R4,3,10282.1562,10321.2212,B9R4,1,RB.A45,2
470,B11R4_0,DCBA.10R4.R,MB.B9R4,MB.B10R4,3,10321.2212,10361.6862,B11R4,0,RB.A45,3
471,B11R4_1,DCBA.11R4.R,MB.B10R4,MB.B11R4,3,10361.6862,10400.7512,B11R4,1,RB.A45,4
472,B11R4_2,DCBA.A12R4.R,MB.B11R4,MB.B12R4,4,10400.7512,10452.5909,B11R4,2,RB.A45,5
473,B13R4_0,DCBA.B12R4.R,MB.B12R4,MB.A13R4,3,10452.5909,10490.3809,B13R4,0,RB.A45,6
474,B13R4_1,DCBA.13R4.R,MB.A13R4,MB.C13R4,2,10490.3809,10521.7009,B13R4,1,RB.A45,7
475,B13R4_2,DCBA.A14R4.R,MB.C13R4,MB.B14R4,3,10521.7009,10559.4909,B13R4,2,RB.A45,8
476,B15R4_0,DCBA.B14R4.R,MB.B14R4,MB.A15R4,3,10559.4909,10597.2809,B15R4,0,RB.A45,9
477,B15R4_1,DCBA.15R4.R,MB.A15R4,MB.C15R4,2,10597.2809,10628.6009,B15R4,1,RB.A45,10
478,B15R4_2,DCBA.A16R4.R,MB.C15R4,MB.B16R4,3,10628.6009,10666.3909,B15R4,2,RB.A45,11
479,B17R4_0,DCBA.B16R4.R,MB.B16R4,MB.A17R4,3,10666.3909,10704.1809,B17R4,0,RB.A45,12
480,B17R4_1,DCBA.17R4.R,MB.A17R4,MB.C17R4,2,10704.1809,10735.5009,B17R4,1,RB.A45,13
481,B17R4_2,DCBA.A18R4.R,MB.C17R4,MB.B18R4,3,10735.5009,10773.2909,B17R4,2,RB.A45,14
482,B19R4_0,DCBA.B18R4.R,MB.B18R4,MB.A19R4,3,10773.2909,10811.0809,B19R4,0,RB.A45,15
483,B19R4_1,DCBA.19R4.R,MB.A19R4,MB.C19R4,2,10811.0809,10842.4009,B19R4,1,RB.A45,16
484,B19R4_2,DCBA.A20R4.R,MB.C19R4,MB.B20R4,3,10842.4009,10880.1909,B19R4,2,RB.A45,17
485,B21R4_0,DCBA.B20R4.R,MB.B20R4,MB.A21R4,3,10880.1909,10917.9809,B21R4,0,RB.A45,18
486,B21R4_1,DCBA.21R4.R,MB.A21R4,MB.C21R4,2,10917.9809,10949.3009,B21R4,1,RB.A45,19
487,B21R4_2,DCBA.A22R4.R,MB.C21R4,MB.B22R4,3,10949.3009,10987.0909,B21R4,2,RB.A45,20
488,B23R4_0,DCBA.B22R4.R,MB.B22R4,MB.A23R4,3,10987.0909,11024.8809,B23R4,0,RB.A45,21
489,B23R4_1,DCBA.23R4.R,MB.A23R4,MB.C23R4,2,11024.8809,11056.2009,B23R4,1,RB.A45,22
490,B23R4_2,DCBA.A24R4.R,MB.C23R4,MB.B24R4,3,11056.2009,11093.9909,B23R4,2,RB.A45,23
491,B25R4_0,DCBA.B24R4.R,MB.B24R4,MB.A25R4,3,11093.9909,11131.7809,B25R4,0,RB.A45,24
492,B25R4_1,DCBA.25R4.R,MB.A25R4,MB.C25R4,2,11131.7809,11163.1009,B25R4,1,RB.A45,25
493,B25R4_2,DCBA.A26R4.R,MB.C25R4,MB.B26R4,3,11163.1009,11200.8909,B25R4,2,RB.A45,26
494,B27R4_0,DCBA.B26R4.R,MB.B26R4,MB.A27R4,3,11200.8909,11238.6809,B27R4,0,RB.A45,27
495,B27R4_1,DCBA.27R4.R,MB.A27R4,MB.C27R4,2,11238.6809,11270.0009,B27R4,1,RB.A45,28
496,B27R4_2,DCBA.A28R4.R,MB.C27R4,MB.B28R4,3,11270.0009,11307.7909,B27R4,2,RB.A45,29
497,B29R4_0,DCBA.B28R4.R,MB.B28R4,MB.A29R4,3,11307.7909,11345.5809,B29R4,0,RB.A45,30
498,B29R4_1,DCBA.29R4.R,MB.A29R4,MB.C29R4,2,11345.5809,11376.9009,B29R4,1,RB.A45,31
499,B29R4_2,DCBA.A30R4.R,MB.C29R4,MB.B30R4,3,11376.9009,11414.6909,B29R4,2,RB.A45,32
500,B31R4_0,DCBA.B30R4.R,MB.B30R4,MB.A31R4,3,11414.6909,11452.4809,B31R4,0,RB.A45,33
501,B31R4_1,DCBA.31R4.R,MB.A31R4,MB.C31R4,2,11452.4809,11483.8009,B31R4,1,RB.A45,34
502,B31R4_2,DCBA.A32R4.R,MB.C31R4,MB.B32R4,3,11483.8009,11521.5909,B31R4,2,RB.A45,35
503,B33R4_0,DCBA.B32R4.R,MB.B32R4,MB.A33R4,3,11521.5909,11559.3809,B33R4,0,RB.A45,36
504,B33R4_1,DCBA.33R4.R,MB.A33R4,MB.C33R4,2,11559.3809,11590.7009,B33R4,1,RB.A45,37
505,B33R4_2,DCBA.A34R4.R,MB.C33R4,MB.B34R4,3,11590.7009,11628.4909,B33R4,2,RB.A45,38
506,B34L5_0,DCBA.B34R4.R,MB.B34R4,MB.C34L5,3,11628.4909,11666.2809,B34L5,0,RB.A45,39
507,B34L5_1,DCBA.34L5.R,MB.C34L5,MB.A34L5,2,11666.2809,11697.6009,B34L5,1,RB.A45,40
508,B32L5_0,DCBA.B33L5.R,MB.A34L5,MB.B33L5,3,11697.6009,11735.3909,B32L5,0,RB.A45,41
509,B32L5_1,DCBA.A33L5.R,MB.B33L5,MB.C32L5,3,11735.3909,11773.1809,B32L5,1,RB.A45,42
510,B32L5_2,DCBA.32L5.R,MB.C32L5,MB.A32L5,2,11773.1809,11804.5009,B32L5,2,RB.A45,43
511,B30L5_0,DCBA.B31L5.R,MB.A32L5,MB.B31L5,3,11804.5009,11842.2909,B30L5,0,RB.A45,44
512,B30L5_1,DCBA.A31L5.R,MB.B31L5,MB.C30L5,3,11842.2909,11880.0809,B30L5,1,RB.A45,45
513,B30L5_2,DCBA.30L5.R,MB.C30L5,MB.A30L5,2,11880.0809,11911.4009,B30L5,2,RB.A45,46
514,B28L5_0,DCBA.B29L5.R,MB.A30L5,MB.B29L5,3,11911.4009,11949.1909,B28L5,0,RB.A45,47
515,B28L5_1,DCBA.A29L5.R,MB.B29L5,MB.C28L5,3,11949.1909,11986.9809,B28L5,1,RB.A45,48
516,B28L5_2,DCBA.28L5.R,MB.C28L5,MB.A28L5,2,11986.9809,12018.3009,B28L5,2,RB.A45,49
517,B26L5_0,DCBA.B27L5.R,MB.A28L5,MB.B27L5,3,12018.3009,12056.0909,B26L5,0,RB.A45,50
518,B26L5_1,DCBA.A27L5.R,MB.B27L5,MB.C26L5,3,12056.0909,12093.8809,B26L5,1,RB.A45,51
519,B26L5_2,DCBA.26L5.R,MB.C26L5,MB.A26L5,2,12093.8809,12125.2009,B26L5,2,RB.A45,52
520,B24L5_0,DCBA.B25L5.R,MB.A26L5,MB.B25L5,3,12125.2009,12162.9909,B24L5,0,RB.A45,53
521,B24L5_1,DCBA.A25L5.R,MB.B25L5,MB.C24L5,3,12162.9909,12200.7809,B24L5,1,RB.A45,54
522,B24L5_2,DCBA.24L5.R,MB.C24L5,MB.A24L5,2,12200.7809,12232.1009,B24L5,2,RB.A45,55
523,B22L5_0,DCBA.B23L5.R,MB.A24L5,MB.B23L5,3,12232.1009,12269.8909,B22L5,0,RB.A45,56
524,B22L5_1,DCBA.A23L5.R,MB.B23L5,MB.C22L5,3,12269.8909,12307.6809,B22L5,1,RB.A45,57
525,B22L5_2,DCBA.22L5.R,MB.C22L5,MB.A22L5,2,12307.6809,12339.0009,B22L5,2,RB.A45,58
526,B20L5_0,DCBA.B21L5.R,MB.A22L5,MB.B21L5,3,12339.0009,12376.7909,B20L5,0,RB.A45,59
527,B20L5_1,DCBA.A21L5.R,MB.B21L5,MB.C20L5,3,12376.7909,12414.5809,B20L5,1,RB.A45,60
528,B20L5_2,DCBA.20L5.R,MB.C20L5,MB.A20L5,2,12414.5809,12445.9009,B20L5,2,RB.A45,61
529,B18L5_0,DCBA.B19L5.R,MB.A20L5,MB.B19L5,3,12445.9009,12483.6909,B18L5,0,RB.A45,62
530,B18L5_1,DCBA.A19L5.R,MB.B19L5,MB.C18L5,3,12483.6909,12521.4809,B18L5,1,RB.A45,63
531,B18L5_2,DCBA.18L5.R,MB.C18L5,MB.A18L5,2,12521.4809,12552.8009,B18L5,2,RB.A45,64
532,B16L5_0,DCBA.B17L5.R,MB.A18L5,MB.B17L5,3,12552.8009,12590.5909,B16L5,0,RB.A45,65
533,B16L5_1,DCBA.A17L5.R,MB.B17L5,MB.C16L5,3,12590.5909,12628.3809,B16L5,1,RB.A45,66
534,B16L5_2,DCBA.16L5.R,MB.C16L5,MB.A16L5,2,12628.3809,12659.7009,B16L5,2,RB.A45,67
535,B14L5_0,DCBA.B15L5.R,MB.A16L5,MB.B15L5,3,12659.7009,12697.4909,B14L5,0,RB.A45,68
536,B14L5_1,DCBA.A15L5.R,MB.B15L5,MB.C14L5,3,12697.4909,12735.2809,B14L5,1,RB.A45,69
537,B14L5_2,DCBA.14L5.R,MB.C14L5,MB.A14L5,2,12735.2809,12766.6009,B14L5,2,RB.A45,70
538,B12L5_0,DCBA.B13L5.R,MB.A14L5,MB.B13L5,3,12766.6009,12804.3909,B12L5,0,RB.A45,71
539,B12L5_1,DCBA.A13L5.R,MB.B13L5,MB.C12L5,3,12804.3909,12842.1809,B12L5,1,RB.A45,72
540,B12L5_2,DCBA.12L5.R,MB.C12L5,MB.A12L5,2,12842.1809,12873.5009,B12L5,2,RB.A45,73
541,B10L5_0,DCBA.11L5.R,MB.A12L5,MB.A11L5,4,12873.5009,12926.2826,B10L5,0,RB.A45,74
542,B10L5_1,DCBA.10L5.R,MB.A11L5,MB.A10L5,3,12926.2826,12965.3476,B10L5,1,RB.A45,75
543,B10L5_2,DCBA.9L5.R,MB.A10L5,MB.A9L5,3,12965.3476,13005.8126,B10L5,2,RB.A45,76
544,B8L5_0,DCBA.8L5.R,MB.A9L5,MB.A8L5,3,13005.8126,13044.8776,B8L5,0,RB.A45,77
545,B8L5_1,DCBD.7L5.R,MB.A8L5,DFLAS.7L5.1,4,13044.8776,13074.1076,B8L5,1,RB.A45,78
546,B9L5_0,DCBA.8L5.L,DFLAS.7L5.2,MB.B8L5,5,13074.4476,13029.2176,B9L5,0,RB.A45,79
547,B9L5_1,DCBA.9L5.L,MB.B8L5,MB.B9L5,3,13029.2176,12990.1526,B9L5,1,RB.A45,80
548,B11L5_0,DCBA.10L5.L,MB.B9L5,MB.B10L5,3,12990.1526,12949.6876,B11L5,0,RB.A45,81
549,B11L5_1,DCBA.11L5.L,MB.B10L5,MB.B11L5,3,12949.6876,12910.6226,B11L5,1,RB.A45,82
550,B11L5_2,DCBA.12L5.L,MB.B11L5,MB.B12L5,4,12910.6226,12857.8409,B11L5,2,RB.A45,83
551,B13L5_0,DCBA.A13L5.L,MB.B12L5,MB.A13L5,3,12857.8409,12820.0509,B13L5,0,RB.A45,84
552,B13L5_1,DCBA.B13L5.L,MB.A13L5,MB.C13L5,2,12820.0509,12788.7309,B13L5,1,RB.A45,85
553,B13L5_2,DCBA.14L5.L,MB.C13L5,MB.B14L5,3,12788.7309,12750.9409,B13L5,2,RB.A45,86
554,B15L5_0,DCBA.A15L5.L,MB.B14L5,MB.A15L5,3,12750.9409,12713.1509,B15L5,0,RB.A45,87
555,B15L5_1,DCBA.B15L5.L,MB.A15L5,MB.C15L5,2,12713.1509,12681.8309,B15L5,1,RB.A45,88
556,B15L5_2,DCBA.16L5.L,MB.C15L5,MB.B16L5,3,12681.8309,12644.0409,B15L5,2,RB.A45,89
557,B17L5_0,DCBA.A17L5.L,MB.B16L5,MB.A17L5,3,12644.0409,12606.2509,B17L5,0,RB.A45,90
558,B17L5_1,DCBA.B17L5.L,MB.A17L5,MB.C17L5,2,12606.2509,12574.9309,B17L5,1,RB.A45,91
559,B17L5_2,DCBA.18L5.L,MB.C17L5,MB.B18L5,3,12574.9309,12537.1409,B17L5,2,RB.A45,92
560,B19L5_0,DCBA.A19L5.L,MB.B18L5,MB.A19L5,3,12537.1409,12499.3509,B19L5,0,RB.A45,93
561,B19L5_1,DCBA.B19L5.L,MB.A19L5,MB.C19L5,2,12499.3509,12468.0309,B19L5,1,RB.A45,94
562,B19L5_2,DCBA.20L5.L,MB.C19L5,MB.B20L5,3,12468.0309,12430.2409,B19L5,2,RB.A45,95
563,B21L5_0,DCBA.A21L5.L,MB.B20L5,MB.A21L5,3,12430.2409,12392.4509,B21L5,0,RB.A45,96
564,B21L5_1,DCBA.B21L5.L,MB.A21L5,MB.C21L5,2,12392.4509,12361.1309,B21L5,1,RB.A45,97
565,B21L5_2,DCBA.22L5.L,MB.C21L5,MB.B22L5,3,12361.1309,12323.3409,B21L5,2,RB.A45,98
566,B23L5_0,DCBA.A23L5.L,MB.B22L5,MB.A23L5,3,12323.3409,12285.5509,B23L5,0,RB.A45,99
567,B23L5_1,DCBA.B23L5.L,MB.A23L5,MB.C23L5,2,12285.5509,12254.2309,B23L5,1,RB.A45,100
568,B23L5_2,DCBA.24L5.L,MB.C23L5,MB.B24L5,3,12254.2309,12216.4409,B23L5,2,RB.A45,101
569,B25L5_0,DCBA.A25L5.L,MB.B24L5,MB.A25L5,3,12216.4409,12178.6509,B25L5,0,RB.A45,102
570,B25L5_1,DCBA.B25L5.L,MB.A25L5,MB.C25L5,2,12178.6509,12147.3309,B25L5,1,RB.A45,103
571,B25L5_2,DCBA.26L5.L,MB.C25L5,MB.B26L5,3,12147.3309,12109.5409,B25L5,2,RB.A45,104
572,B27L5_0,DCBA.A27L5.L,MB.B26L5,MB.A27L5,3,12109.5409,12071.7509,B27L5,0,RB.A45,105
573,B27L5_1,DCBA.B27L5.L,MB.A27L5,MB.C27L5,2,12071.7509,12040.4309,B27L5,1,RB.A45,106
574,B27L5_2,DCBA.28L5.L,MB.C27L5,MB.B28L5,3,12040.4309,12002.6409,B27L5,2,RB.A45,107
575,B29L5_0,DCBA.A29L5.L,MB.B28L5,MB.A29L5,3,12002.6409,11964.8509,B29L5,0,RB.A45,108
576,B29L5_1,DCBA.B29L5.L,MB.A29L5,MB.C29L5,2,11964.8509,11933.5309,B29L5,1,RB.A45,109
577,B29L5_2,DCBA.30L5.L,MB.C29L5,MB.B30L5,3,11933.5309,11895.7409,B29L5,2,RB.A45,110
578,B31L5_0,DCBA.A31L5.L,MB.B30L5,MB.A31L5,3,11895.7409,11857.9509,B31L5,0,RB.A45,111
579,B31L5_1,DCBA.B31L5.L,MB.A31L5,MB.C31L5,2,11857.9509,11826.6309,B31L5,1,RB.A45,112
580,B31L5_2,DCBA.32L5.L,MB.C31L5,MB.B32L5,3,11826.6309,11788.8409,B31L5,2,RB.A45,113
581,B33L5_0,DCBA.A33L5.L,MB.B32L5,MB.A33L5,3,11788.8409,11751.0509,B33L5,0,RB.A45,114
582,B33L5_1,DCBA.B33L5.L,MB.A33L5,MB.C33L5,2,11751.0509,11719.7309,B33L5,1,RB.A45,115
583,B33L5_2,DCBA.34L5.L,MB.C33L5,MB.B34L5,3,11719.7309,11681.9409,B33L5,2,RB.A45,116
584,B34R4_0,DCBA.B34R4.L,MB.B34L5,MB.C34R4,3,11681.9409,11644.1509,B34R4,0,RB.A45,117
585,B34R4_1,DCBA.A34R4.L,MB.C34R4,MB.A34R4,2,11644.1509,11612.8309,B34R4,1,RB.A45,118
586,B32R4_0,DCBA.33R4.L,MB.A34R4,MB.B33R4,3,11612.8309,11575.0409,B32R4,0,RB.A45,119
587,B32R4_1,DCBA.B32R4.L,MB.B33R4,MB.C32R4,3,11575.0409,11537.2509,B32R4,1,RB.A45,120
588,B32R4_2,DCBA.A32R4.L,MB.C32R4,MB.A32R4,2,11537.2509,11505.9309,B32R4,2,RB.A45,121
589,B30R4_0,DCBA.31R4.L,MB.A32R4,MB.B31R4,3,11505.9309,11468.1409,B30R4,0,RB.A45,122
590,B30R4_1,DCBA.B30R4.L,MB.B31R4,MB.C30R4,3,11468.1409,11430.3509,B30R4,1,RB.A45,123
591,B30R4_2,DCBA.A30R4.L,MB.C30R4,MB.A30R4,2,11430.3509,11399.0309,B30R4,2,RB.A45,124
592,B28R4_0,DCBA.29R4.L,MB.A30R4,MB.B29R4,3,11399.0309,11361.2409,B28R4,0,RB.A45,125
593,B28R4_1,DCBA.B28R4.L,MB.B29R4,MB.C28R4,3,11361.2409,11323.4509,B28R4,1,RB.A45,126
594,B28R4_2,DCBA.A28R4.L,MB.C28R4,MB.A28R4,2,11323.4509,11292.1309,B28R4,2,RB.A45,127
595,B26R4_0,DCBA.27R4.L,MB.A28R4,MB.B27R4,3,11292.1309,11254.3409,B26R4,0,RB.A45,128
596,B26R4_1,DCBA.B26R4.L,MB.B27R4,MB.C26R4,3,11254.3409,11216.5509,B26R4,1,RB.A45,129
597,B26R4_2,DCBA.A26R4.L,MB.C26R4,MB.A26R4,2,11216.5509,11185.2309,B26R4,2,RB.A45,130
598,B24R4_0,DCBA.25R4.L,MB.A26R4,MB.B25R4,3,11185.2309,11147.4409,B24R4,0,RB.A45,131
599,B24R4_1,DCBA.B24R4.L,MB.B25R4,MB.C24R4,3,11147.4409,11109.6509,B24R4,1,RB.A45,132
600,B24R4_2,DCBA.A24R4.L,MB.C24R4,MB.A24R4,2,11109.6509,11078.3309,B24R4,2,RB.A45,133
601,B22R4_0,DCBA.23R4.L,MB.A24R4,MB.B23R4,3,11078.3309,11040.5409,B22R4,0,RB.A45,134
602,B22R4_1,DCBA.B22R4.L,MB.B23R4,MB.C22R4,3,11040.5409,11002.7509,B22R4,1,RB.A45,135
603,B22R4_2,DCBA.A22R4.L,MB.C22R4,MB.A22R4,2,11002.7509,10971.4309,B22R4,2,RB.A45,136
604,B20R4_0,DCBA.21R4.L,MB.A22R4,MB.B21R4,3,10971.4309,10933.6409,B20R4,0,RB.A45,137
605,B20R4_1,DCBA.B20R4.L,MB.B21R4,MB.C20R4,3,10933.6409,10895.8509,B20R4,1,RB.A45,138
606,B20R4_2,DCBA.A20R4.L,MB.C20R4,MB.A20R4,2,10895.8509,10864.5309,B20R4,2,RB.A45,139
607,B18R4_0,DCBA.19R4.L,MB.A20R4,MB.B19R4,3,10864.5309,10826.7409,B18R4,0,RB.A45,140
608,B18R4_1,DCBA.B18R4.L,MB.B19R4,MB.C18R4,3,10826.7409,10788.9509,B18R4,1,RB.A45,141
609,B18R4_2,DCBA.A18R4.L,MB.C18R4,MB.A18R4,2,10788.9509,10757.6309,B18R4,2,RB.A45,142
610,B16R4_0,DCBA.17R4.L,MB.A18R4,MB.B17R4,3,10757.6309,10719.8409,B16R4,0,RB.A45,143
611,B16R4_1,DCBA.B16R4.L,MB.B17R4,MB.C16R4,3,10719.8409,10682.0509,B16R4,1,RB.A45,144
612,B16R4_2,DCBA.A16R4.L,MB.C16R4,MB.A16R4,2,10682.0509,10650.7309,B16R4,2,RB.A45,145
613,B14R4_0,DCBA.15R4.L,MB.A16R4,MB.B15R4,3,10650.7309,10612.9409,B14R4,0,RB.A45,146
614,B14R4_1,DCBA.B14R4.L,MB.B15R4,MB.C14R4,3,10612.9409,10575.1509,B14R4,1,RB.A45,147
615,B14R4_2,DCBA.A14R4.L,MB.C14R4,MB.A14R4,2,10575.1509,10543.8309,B14R4,2,RB.A45,148
616,B12R4_0,DCBA.13R4.L,MB.A14R4,MB.B13R4,3,10543.8309,10506.0409,B12R4,0,RB.A45,149
617,B12R4_1,DCBA.B12R4.L,MB.B13R4,MB.C12R4,3,10506.0409,10468.2509,B12R4,1,RB.A45,150
618,B12R4_2,DCBA.A12R4.L,MB.C12R4,MB.A12R4,2,10468.2509,10436.9309,B12R4,2,RB.A45,151
619,B10R4_0,DCBA.11R4.L,MB.A12R4,MB.A11R4,4,10436.9309,10385.0912,B10R4,0,RB.A45,152
620,B10R4_1,DCBA.10R4.L,MB.A11R4,MB.A10R4,3,10385.0912,10346.0262,B10R4,1,RB.A45,153
621,B10R4_2,DCBA.9R4.L,MB.A10R4,MB.A9R4,3,10346.0262,10305.5612,B10R4,2,RB.A45,154
622,B8R4_0,DCBA.8R4.L,MB.A9R4,MB.A8R4,3,10305.5612,10266.4962,B8R4,0,RB.A45,155
623,B8R4_1,DCBD.7R4.L,MB.A8R4,DFLAS.7R4.6,4,10266.4962,10250.6412,B8R4,1,RB.A45,156
624,B8L6_0,DCBB.8L6.R,DFLAS.5L6.5,MB.A8L6,5,16410.802,16376.727,B8L6,0,RB.A56,1
625,B8L6_1,DCBB.9L6.R,MB.A8L6,MB.A9L6,3,16376.727,16337.662,B8L6,1,RB.A56,2
626,B10L6_0,DCBB.10L6.R,MB.A9L6,MB.A10L6,3,16337.662,16297.197,B10L6,0,RB.A56,3
627,B10L6_1,DCBB.11L6.R,MB.A10L6,MB.A11L6,3,16297.197,16258.132,B10L6,1,RB.A56,4
628,B10L6_2,DCBB.A12L6.R,MB.A11L6,MB.A12L6,4,16258.132,16206.2923,B10L6,2,RB.A56,5
629,B12L6_0,DCBB.B12L6.R,MB.A12L6,MB.C12L6,2,16206.2923,16174.9723,B12L6,0,RB.A56,6
